Record Length,Analog:7000
Sample Interval,CH1:0.0000010000000 CH2:0.0000010000000
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:0.05 CH2:0.50,,,
Vertical Offset,CH1:-0.17100 CH2:-0.13000,,,
Horizontal Units,us,,,
Horizontal Scale,500.0000000000,,,
Model Number,T3DSO1104 ,,,
Serial Number,T0101C18470265,,,
Software Version,8.1.6.1.26,,,
Source,CH1,CH2
Second,Volt,Volt
 0.00000000000,0.31100,0.55000
 0.00000100000,0.30900,0.55000
 0.00000200000,0.31300,0.55000
 0.00000300000,0.31100,0.55000
 0.00000400000,0.31100,0.55000
 0.00000500000,0.31100,0.53000
 0.00000600000,0.31500,0.55000
 0.00000700000,0.30900,0.55000
 0.00000800000,0.31100,0.55000
 0.00000900000,0.31100,0.55000
 0.00001000000,0.30900,0.55000
 0.00001100000,0.30900,0.55000
 0.00001200000,0.31100,0.55000
 0.00001300000,0.30900,0.55000
 0.00001400000,0.30900,0.55000
 0.00001500000,0.30700,0.55000
 0.00001600000,0.31100,0.55000
 0.00001700000,0.31100,0.53000
 0.00001800000,0.30900,0.55000
 0.00001900000,0.31500,0.53000
 0.00002000000,0.31100,0.55000
 0.00002100000,0.31100,0.55000
 0.00002200000,0.31100,0.55000
 0.00002300000,0.31300,0.55000
 0.00002400000,0.30500,0.53000
 0.00002500000,0.31100,0.53000
 0.00002600000,0.30900,0.55000
 0.00002700000,0.31500,0.55000
 0.00002800000,0.30900,0.55000
 0.00002900000,0.31100,0.55000
 0.00003000000,0.31100,0.55000
 0.00003100000,0.30900,0.55000
 0.00003200000,0.31100,0.55000
 0.00003300000,0.31100,0.55000
 0.00003400000,0.30900,0.55000
 0.00003500000,0.30700,0.57000
 0.00003600000,0.31300,0.57000
 0.00003700000,0.30900,0.57000
 0.00003800000,0.30900,0.57000
 0.00003900000,0.31100,0.57000
 0.00004000000,0.31300,0.55000
 0.00004100000,0.30900,0.55000
 0.00004200000,0.30900,0.55000
 0.00004300000,0.31300,0.55000
 0.00004400000,0.31100,0.57000
 0.00004500000,0.31100,0.57000
 0.00004600000,0.30900,0.57000
 0.00004700000,0.31100,0.55000
 0.00004800000,0.30900,0.57000
 0.00004900000,0.30700,0.57000
 0.00005000000,0.30700,0.57000
 0.00005100000,0.30900,0.57000
 0.00005200000,0.30900,0.57000
 0.00005300000,0.31100,0.57000
 0.00005400000,0.30900,0.57000
 0.00005500000,0.30700,0.57000
 0.00005600000,0.31300,0.57000
 0.00005700000,0.31100,0.55000
 0.00005800000,0.31100,0.57000
 0.00005900000,0.31500,0.57000
 0.00006000000,0.30700,0.57000
 0.00006100000,0.30900,0.57000
 0.00006200000,0.31100,0.57000
 0.00006300000,0.31100,0.57000
 0.00006400000,0.30900,0.55000
 0.00006500000,0.30900,0.57000
 0.00006600000,0.30900,0.57000
 0.00006700000,0.31100,0.57000
 0.00006800000,0.31100,0.57000
 0.00006900000,0.31100,0.57000
 0.00007000000,0.31500,0.57000
 0.00007100000,0.31300,0.57000
 0.00007200000,0.31100,0.57000
 0.00007300000,0.30900,0.57000
 0.00007400000,0.30900,0.57000
 0.00007500000,0.30900,0.57000
 0.00007600000,0.30900,0.55000
 0.00007700000,0.30900,0.57000
 0.00007800000,0.30900,0.57000
 0.00007900000,0.31100,0.57000
 0.00008000000,0.31100,0.57000
 0.00008100000,0.31100,0.57000
 0.00008200000,0.31100,0.57000
 0.00008300000,0.30700,0.57000
 0.00008400000,0.30900,0.57000
 0.00008500000,0.30900,0.55000
 0.00008600000,0.30900,0.59000
 0.00008700000,0.31100,0.57000
 0.00008800000,0.31100,0.57000
 0.00008900000,0.31500,0.59000
 0.00009000000,0.30900,0.57000
 0.00009100000,0.31100,0.59000
 0.00009200000,0.31100,0.59000
 0.00009300000,0.30900,0.57000
 0.00009400000,0.31100,0.59000
 0.00009500000,0.31300,0.59000
 0.00009600000,0.31300,0.59000
 0.00009700000,0.31100,0.57000
 0.00009800000,0.31100,0.59000
 0.00009900000,0.31100,0.57000
 0.00010000000,0.31100,0.59000
 0.00010100000,0.30900,0.59000
 0.00010200000,0.31300,0.59000
 0.00010300000,0.30900,0.57000
 0.00010400000,0.31300,0.59000
 0.00010500000,0.31100,0.59000
 0.00010600000,0.31300,0.59000
 0.00010700000,0.31100,0.59000
 0.00010800000,0.31500,0.59000
 0.00010900000,0.30900,0.59000
 0.00011000000,0.31100,0.59000
 0.00011100000,0.30900,0.59000
 0.00011200000,0.31100,0.59000
 0.00011300000,0.31100,0.57000
 0.00011400000,0.31100,0.59000
 0.00011500000,0.30900,0.59000
 0.00011600000,0.31100,0.59000
 0.00011700000,0.31100,0.57000
 0.00011800000,0.31500,0.59000
 0.00011900000,0.31100,0.57000
 0.00012000000,0.31100,0.57000
 0.00012100000,0.31300,0.59000
 0.00012200000,0.30900,0.59000
 0.00012300000,0.31100,0.57000
 0.00012400000,0.30900,0.57000
 0.00012500000,0.31100,0.59000
 0.00012600000,0.30900,0.59000
 0.00012700000,0.31100,0.59000
 0.00012800000,0.30900,0.59000
 0.00012900000,0.30900,0.59000
 0.00013000000,0.31100,0.59000
 0.00013100000,0.30900,0.59000
 0.00013200000,0.31100,0.59000
 0.00013300000,0.31100,0.59000
 0.00013400000,0.31100,0.59000
 0.00013500000,0.30900,0.57000
 0.00013600000,0.30900,0.61000
 0.00013700000,0.31100,0.61000
 0.00013800000,0.30700,0.61000
 0.00013900000,0.30900,0.61000
 0.00014000000,0.31100,0.61000
 0.00014100000,0.31100,0.59000
 0.00014200000,0.31300,0.59000
 0.00014300000,0.31100,0.61000
 0.00014400000,0.31100,0.61000
 0.00014500000,0.31300,0.59000
 0.00014600000,0.31100,0.61000
 0.00014700000,0.31300,0.59000
 0.00014800000,0.30700,0.61000
 0.00014900000,0.31100,0.61000
 0.00015000000,0.31100,0.61000
 0.00015100000,0.31100,0.61000
 0.00015200000,0.30900,0.59000
 0.00015300000,0.31300,0.59000
 0.00015400000,0.31100,0.61000
 0.00015500000,0.31500,0.59000
 0.00015600000,0.31300,0.61000
 0.00015700000,0.30900,0.61000
 0.00015800000,0.31300,0.61000
 0.00015900000,0.31100,0.61000
 0.00016000000,0.31100,0.61000
 0.00016100000,0.31100,0.59000
 0.00016200000,0.31300,0.61000
 0.00016300000,0.31100,0.59000
 0.00016400000,0.31300,0.61000
 0.00016500000,0.31100,0.61000
 0.00016600000,0.30900,0.61000
 0.00016700000,0.30900,0.61000
 0.00016800000,0.30900,0.59000
 0.00016900000,0.31100,0.61000
 0.00017000000,0.31100,0.61000
 0.00017100000,0.30900,0.59000
 0.00017200000,0.30900,0.61000
 0.00017300000,0.30900,0.59000
 0.00017400000,0.31300,0.59000
 0.00017500000,0.30900,0.59000
 0.00017600000,0.31300,0.61000
 0.00017700000,0.30900,0.61000
 0.00017800000,0.31100,0.59000
 0.00017900000,0.31100,0.61000
 0.00018000000,0.30900,0.61000
 0.00018100000,0.31300,0.61000
 0.00018200000,0.30900,0.61000
 0.00018300000,0.31300,0.61000
 0.00018400000,0.31100,0.59000
 0.00018500000,0.31100,0.61000
 0.00018600000,0.30900,0.61000
 0.00018700000,0.31100,0.61000
 0.00018800000,0.30900,0.61000
 0.00018900000,0.30900,0.59000
 0.00019000000,0.30900,0.61000
 0.00019100000,0.31300,0.61000
 0.00019200000,0.31100,0.61000
 0.00019300000,0.31100,0.63000
 0.00019400000,0.30900,0.63000
 0.00019500000,0.31100,0.61000
 0.00019600000,0.31100,0.63000
 0.00019700000,0.31300,0.63000
 0.00019800000,0.31100,0.63000
 0.00019900000,0.30900,0.61000
 0.00020000000,0.30900,0.63000
 0.00020100000,0.30900,0.63000
 0.00020200000,0.31100,0.61000
 0.00020300000,0.31300,0.61000
 0.00020400000,0.31100,0.61000
 0.00020500000,0.31100,0.63000
 0.00020600000,0.31100,0.63000
 0.00020700000,0.31300,0.63000
 0.00020800000,0.31300,0.61000
 0.00020900000,0.31100,0.63000
 0.00021000000,0.31300,0.63000
 0.00021100000,0.31100,0.63000
 0.00021200000,0.31300,0.61000
 0.00021300000,0.30700,0.63000
 0.00021400000,0.30900,0.63000
 0.00021500000,0.31100,0.63000
 0.00021600000,0.31100,0.63000
 0.00021700000,0.31100,0.63000
 0.00021800000,0.31100,0.61000
 0.00021900000,0.31100,0.61000
 0.00022000000,0.31100,0.63000
 0.00022100000,0.31300,0.61000
 0.00022200000,0.31300,0.63000
 0.00022300000,0.31100,0.63000
 0.00022400000,0.31300,0.63000
 0.00022500000,0.31300,0.63000
 0.00022600000,0.30900,0.63000
 0.00022700000,0.31500,0.61000
 0.00022800000,0.30700,0.61000
 0.00022900000,0.31500,0.63000
 0.00023000000,0.30900,0.61000
 0.00023100000,0.30900,0.63000
 0.00023200000,0.30900,0.63000
 0.00023300000,0.31300,0.63000
 0.00023400000,0.31100,0.63000
 0.00023500000,0.31300,0.61000
 0.00023600000,0.31100,0.63000
 0.00023700000,0.30900,0.63000
 0.00023800000,0.31100,0.63000
 0.00023900000,0.30900,0.65000
 0.00024000000,0.30900,0.63000
 0.00024100000,0.30900,0.65000
 0.00024200000,0.31100,0.65000
 0.00024300000,0.30900,0.65000
 0.00024400000,0.31300,0.65000
 0.00024500000,0.31300,0.63000
 0.00024600000,0.31100,0.65000
 0.00024700000,0.31300,0.63000
 0.00024800000,0.30900,0.65000
 0.00024900000,0.31500,0.65000
 0.00025000000,0.31100,0.65000
 0.00025100000,0.30900,0.63000
 0.00025200000,0.31100,0.63000
 0.00025300000,0.31100,0.63000
 0.00025400000,0.31500,0.65000
 0.00025500000,0.31100,0.65000
 0.00025600000,0.31100,0.65000
 0.00025700000,0.31300,0.65000
 0.00025800000,0.31100,0.65000
 0.00025900000,0.31300,0.65000
 0.00026000000,0.31100,0.65000
 0.00026100000,0.31300,0.63000
 0.00026200000,0.31100,0.63000
 0.00026300000,0.31300,0.65000
 0.00026400000,0.31300,0.65000
 0.00026500000,0.31300,0.65000
 0.00026600000,0.31100,0.65000
 0.00026700000,0.31100,0.63000
 0.00026800000,0.31100,0.65000
 0.00026900000,0.31300,0.63000
 0.00027000000,0.31100,0.63000
 0.00027100000,0.30500,0.65000
 0.00027200000,0.31100,0.65000
 0.00027300000,0.30700,0.65000
 0.00027400000,0.31300,0.65000
 0.00027500000,0.31300,0.65000
 0.00027600000,0.31100,0.63000
 0.00027700000,0.31100,0.65000
 0.00027800000,0.31300,0.65000
 0.00027900000,0.31100,0.65000
 0.00028000000,0.30900,0.65000
 0.00028100000,0.31100,0.65000
 0.00028200000,0.30900,0.65000
 0.00028300000,0.31100,0.65000
 0.00028400000,0.31100,0.63000
 0.00028500000,0.30700,0.65000
 0.00028600000,0.30900,0.65000
 0.00028700000,0.30900,0.65000
 0.00028800000,0.31300,0.65000
 0.00028900000,0.31300,0.65000
 0.00029000000,0.31100,0.67000
 0.00029100000,0.31300,0.67000
 0.00029200000,0.31100,0.65000
 0.00029300000,0.31300,0.65000
 0.00029400000,0.31100,0.67000
 0.00029500000,0.30500,0.67000
 0.00029600000,0.31100,0.67000
 0.00029700000,0.30900,0.67000
 0.00029800000,0.31500,0.67000
 0.00029900000,0.31100,0.67000
 0.00030000000,0.31300,0.65000
 0.00030100000,0.30900,0.65000
 0.00030200000,0.31300,0.67000
 0.00030300000,0.31100,0.67000
 0.00030400000,0.30700,0.67000
 0.00030500000,0.31100,0.65000
 0.00030600000,0.31300,0.67000
 0.00030700000,0.31300,0.65000
 0.00030800000,0.31300,0.67000
 0.00030900000,0.31300,0.67000
 0.00031000000,0.31300,0.67000
 0.00031100000,0.31300,0.67000
 0.00031200000,0.31100,0.67000
 0.00031300000,0.31100,0.65000
 0.00031400000,0.31100,0.67000
 0.00031500000,0.31100,0.67000
 0.00031600000,0.31500,0.67000
 0.00031700000,0.31100,0.67000
 0.00031800000,0.31300,0.65000
 0.00031900000,0.31300,0.65000
 0.00032000000,0.31100,0.67000
 0.00032100000,0.30900,0.67000
 0.00032200000,0.31100,0.65000
 0.00032300000,0.30700,0.67000
 0.00032400000,0.30900,0.67000
 0.00032500000,0.31300,0.67000
 0.00032600000,0.31300,0.65000
 0.00032700000,0.31300,0.67000
 0.00032800000,0.30500,0.65000
 0.00032900000,0.31300,0.65000
 0.00033000000,0.31100,0.65000
 0.00033100000,0.31100,0.67000
 0.00033200000,0.31300,0.67000
 0.00033300000,0.31100,0.67000
 0.00033400000,0.31500,0.67000
 0.00033500000,0.31100,0.67000
 0.00033600000,0.31500,0.67000
 0.00033700000,0.31100,0.67000
 0.00033800000,0.30900,0.67000
 0.00033900000,0.30900,0.69000
 0.00034000000,0.31100,0.69000
 0.00034100000,0.31100,0.69000
 0.00034200000,0.31100,0.69000
 0.00034300000,0.30900,0.67000
 0.00034400000,0.30900,0.67000
 0.00034500000,0.31300,0.69000
 0.00034600000,0.31300,0.67000
 0.00034700000,0.31300,0.69000
 0.00034800000,0.31300,0.69000
 0.00034900000,0.31300,0.69000
 0.00035000000,0.30900,0.67000
 0.00035100000,0.31100,0.69000
 0.00035200000,0.30900,0.69000
 0.00035300000,0.30900,0.69000
 0.00035400000,0.31100,0.69000
 0.00035500000,0.31300,0.69000
 0.00035600000,0.31300,0.69000
 0.00035700000,0.31500,0.67000
 0.00035800000,0.31100,0.69000
 0.00035900000,0.31300,0.69000
 0.00036000000,0.31300,0.67000
 0.00036100000,0.31100,0.69000
 0.00036200000,0.31100,0.69000
 0.00036300000,0.30900,0.69000
 0.00036400000,0.31100,0.69000
 0.00036500000,0.30900,0.67000
 0.00036600000,0.31100,0.67000
 0.00036700000,0.31100,0.69000
 0.00036800000,0.31100,0.69000
 0.00036900000,0.31300,0.69000
 0.00037000000,0.31100,0.67000
 0.00037100000,0.30700,0.69000
 0.00037200000,0.30900,0.69000
 0.00037300000,0.30900,0.69000
 0.00037400000,0.31300,0.69000
 0.00037500000,0.31100,0.67000
 0.00037600000,0.30900,0.67000
 0.00037700000,0.31100,0.67000
 0.00037800000,0.31300,0.69000
 0.00037900000,0.31300,0.69000
 0.00038000000,0.31100,0.67000
 0.00038100000,0.31300,0.67000
 0.00038200000,0.31300,0.67000
 0.00038300000,0.31100,0.69000
 0.00038400000,0.30900,0.69000
 0.00038500000,0.31100,0.69000
 0.00038600000,0.31300,0.69000
 0.00038700000,0.31100,0.69000
 0.00038800000,0.31300,0.71000
 0.00038900000,0.30900,0.71000
 0.00039000000,0.30900,0.71000
 0.00039100000,0.30900,0.69000
 0.00039200000,0.31100,0.69000
 0.00039300000,0.30900,0.69000
 0.00039400000,0.30700,0.71000
 0.00039500000,0.31100,0.69000
 0.00039600000,0.30900,0.69000
 0.00039700000,0.30900,0.71000
 0.00039800000,0.30700,0.71000
 0.00039900000,0.31300,0.69000
 0.00040000000,0.31300,0.69000
 0.00040100000,0.31100,0.69000
 0.00040200000,0.30900,0.71000
 0.00040300000,0.31100,0.71000
 0.00040400000,0.31100,0.69000
 0.00040500000,0.31300,0.71000
 0.00040600000,0.31100,0.71000
 0.00040700000,0.31300,0.69000
 0.00040800000,0.30900,0.69000
 0.00040900000,0.31100,0.71000
 0.00041000000,0.31100,0.71000
 0.00041100000,0.30900,0.71000
 0.00041200000,0.30900,0.69000
 0.00041300000,0.31100,0.71000
 0.00041400000,0.31100,0.71000
 0.00041500000,0.30700,0.71000
 0.00041600000,0.31100,0.69000
 0.00041700000,0.31100,0.71000
 0.00041800000,0.31100,0.69000
 0.00041900000,0.31100,0.71000
 0.00042000000,0.30900,0.71000
 0.00042100000,0.30900,0.71000
 0.00042200000,0.30900,0.69000
 0.00042300000,0.31300,0.71000
 0.00042400000,0.31100,0.71000
 0.00042500000,0.30900,0.69000
 0.00042600000,0.31100,0.71000
 0.00042700000,0.31500,0.69000
 0.00042800000,0.31100,0.71000
 0.00042900000,0.31300,0.71000
 0.00043000000,0.31100,0.71000
 0.00043100000,0.31100,0.71000
 0.00043200000,0.30900,0.71000
 0.00043300000,0.30900,0.71000
 0.00043400000,0.31300,0.71000
 0.00043500000,0.31100,0.71000
 0.00043600000,0.31300,0.73000
 0.00043700000,0.31100,0.71000
 0.00043800000,0.30900,0.71000
 0.00043900000,0.31100,0.71000
 0.00044000000,0.31100,0.73000
 0.00044100000,0.31300,0.71000
 0.00044200000,0.31100,0.71000
 0.00044300000,0.31100,0.73000
 0.00044400000,0.30900,0.73000
 0.00044500000,0.31100,0.73000
 0.00044600000,0.31300,0.73000
 0.00044700000,0.30900,0.71000
 0.00044800000,0.31300,0.73000
 0.00044900000,0.31100,0.73000
 0.00045000000,0.31100,0.73000
 0.00045100000,0.31500,0.71000
 0.00045200000,0.31300,0.73000
 0.00045300000,0.31100,0.73000
 0.00045400000,0.30900,0.73000
 0.00045500000,0.31300,0.71000
 0.00045600000,0.30900,0.73000
 0.00045700000,0.31100,0.73000
 0.00045800000,0.31300,0.71000
 0.00045900000,0.31100,0.73000
 0.00046000000,0.30900,0.71000
 0.00046100000,0.31100,0.73000
 0.00046200000,0.31100,0.73000
 0.00046300000,0.31300,0.73000
 0.00046400000,0.31300,0.73000
 0.00046500000,0.31100,0.73000
 0.00046600000,0.31100,0.73000
 0.00046700000,0.31100,0.73000
 0.00046800000,0.30900,0.73000
 0.00046900000,0.30900,0.73000
 0.00047000000,0.31100,0.73000
 0.00047100000,0.30900,0.73000
 0.00047200000,0.31100,0.73000
 0.00047300000,0.31300,0.73000
 0.00047400000,0.30700,0.71000
 0.00047500000,0.31300,0.71000
 0.00047600000,0.30900,0.73000
 0.00047700000,0.30700,0.73000
 0.00047800000,0.31100,0.73000
 0.00047900000,0.31300,0.71000
 0.00048000000,0.31300,0.73000
 0.00048100000,0.31500,0.73000
 0.00048200000,0.30900,0.73000
 0.00048300000,0.31500,0.71000
 0.00048400000,0.31500,0.73000
 0.00048500000,0.30900,0.73000
 0.00048600000,0.31300,0.71000
 0.00048700000,0.31300,0.71000
 0.00048800000,0.31100,0.73000
 0.00048900000,0.31300,0.71000
 0.00049000000,0.31500,0.73000
 0.00049100000,0.31300,0.71000
 0.00049200000,0.31100,0.75000
 0.00049300000,0.31100,0.73000
 0.00049400000,0.30900,0.75000
 0.00049500000,0.31700,0.75000
 0.00049600000,0.31300,0.75000
 0.00049700000,0.31100,0.75000
 0.00049800000,0.31300,0.73000
 0.00049900000,0.31100,0.75000
 0.00050000000,0.31100,0.73000
 0.00050100000,0.30900,0.75000
 0.00050200000,0.31300,0.75000
 0.00050300000,0.31300,0.73000
 0.00050400000,0.30500,0.75000
 0.00050500000,0.30900,0.73000
 0.00050600000,0.31100,0.73000
 0.00050700000,0.31100,0.73000
 0.00050800000,0.31300,0.75000
 0.00050900000,0.31100,0.75000
 0.00051000000,0.31100,0.73000
 0.00051100000,0.31100,0.75000
 0.00051200000,0.30900,0.75000
 0.00051300000,0.31100,0.73000
 0.00051400000,0.31300,0.75000
 0.00051500000,0.31100,0.75000
 0.00051600000,0.31300,0.75000
 0.00051700000,0.31100,0.75000
 0.00051800000,0.30700,0.75000
 0.00051900000,0.31100,0.75000
 0.00052000000,0.31300,0.75000
 0.00052100000,0.31100,0.75000
 0.00052200000,0.31300,0.75000
 0.00052300000,0.31300,0.75000
 0.00052400000,0.31300,0.73000
 0.00052500000,0.31300,0.73000
 0.00052600000,0.31100,0.73000
 0.00052700000,0.31500,0.75000
 0.00052800000,0.30900,0.75000
 0.00052900000,0.31100,0.75000
 0.00053000000,0.31300,0.75000
 0.00053100000,0.31100,0.73000
 0.00053200000,0.31100,0.75000
 0.00053300000,0.31300,0.73000
 0.00053400000,0.31500,0.73000
 0.00053500000,0.31100,0.75000
 0.00053600000,0.31500,0.75000
 0.00053700000,0.30900,0.77000
 0.00053800000,0.31300,0.75000
 0.00053900000,0.31100,0.77000
 0.00054000000,0.30900,0.77000
 0.00054100000,0.31300,0.77000
 0.00054200000,0.31300,0.73000
 0.00054300000,0.31100,0.73000
 0.00054400000,0.31100,0.77000
 0.00054500000,0.31100,0.75000
 0.00054600000,0.31100,0.77000
 0.00054700000,0.31100,0.77000
 0.00054800000,0.30900,0.75000
 0.00054900000,0.30900,0.77000
 0.00055000000,0.31300,0.77000
 0.00055100000,0.31100,0.75000
 0.00055200000,0.31300,0.77000
 0.00055300000,0.31100,0.77000
 0.00055400000,0.31100,0.77000
 0.00055500000,0.31300,0.75000
 0.00055600000,0.31100,0.77000
 0.00055700000,0.31100,0.77000
 0.00055800000,0.31100,0.77000
 0.00055900000,0.31300,0.75000
 0.00056000000,0.30900,0.77000
 0.00056100000,0.31300,0.77000
 0.00056200000,0.31300,0.75000
 0.00056300000,0.31300,0.75000
 0.00056400000,0.31100,0.75000
 0.00056500000,0.31100,0.77000
 0.00056600000,0.31100,0.75000
 0.00056700000,0.31100,0.77000
 0.00056800000,0.31100,0.77000
 0.00056900000,0.31100,0.77000
 0.00057000000,0.31500,0.77000
 0.00057100000,0.30900,0.77000
 0.00057200000,0.31700,0.77000
 0.00057300000,0.31100,0.75000
 0.00057400000,0.31300,0.77000
 0.00057500000,0.30900,0.77000
 0.00057600000,0.31100,0.77000
 0.00057700000,0.31300,0.77000
 0.00057800000,0.31300,0.75000
 0.00057900000,0.31300,0.77000
