Record Length,Analog:7000,,,,
Sample Interval,CH1:0.0000010000000 CH2:0.0000010000000,,,,
Vertical Units,CH1:V CH2:V,,,,
Vertical Scale,CH1:0.05 CH2:0.50,,,,
Vertical Offset,CH1:-0.17100 CH2:-0.13000,,,,
Horizontal Units,us,,,,
Horizontal Scale,500,,,,
Model Number,T3DSO1104 ,,,,
Serial Number,T0101C18470265,,,,
Software Version,8.1.6.1.26,,,,
Source,CH1,CH2,,,
Second,Volt,Volt,,voltage,wavelength
0.000445,0.309,0.73,80.73,80.73,-0.197211453
0.000446,0.311,0.71,80.71,80.71,-0.197151906
0.000447,0.309,0.69,80.69,80.69,-0.19709236
0.000448,0.309,0.73,80.73,80.73,-0.197211453
0.000449,0.305,0.71,80.71,80.71,-0.197151906
0.00045,0.309,0.73,80.73,80.73,-0.197211453
0.000451,0.309,0.73,80.73,80.73,-0.197211453
0.000452,0.309,0.73,80.73,80.73,-0.197211453
0.000453,0.307,0.71,80.71,80.71,-0.197151906
0.000454,0.309,0.73,80.73,80.73,-0.197211453
0.000455,0.309,0.71,80.71,80.71,-0.197151906
0.000456,0.309,0.73,80.73,80.73,-0.197211453
0.000457,0.311,0.73,80.73,80.73,-0.197211453
0.000458,0.309,0.73,80.73,80.73,-0.197211453
0.000459,0.307,0.73,80.73,80.73,-0.197211453
0.00046,0.307,0.73,80.73,80.73,-0.197211453
0.000461,0.309,0.73,80.73,80.73,-0.197211453
0.000462,0.311,0.73,80.73,80.73,-0.197211453
0.000463,0.311,0.71,80.71,80.71,-0.197151906
0.000464,0.311,0.73,80.73,80.73,-0.197211453
0.000465,0.309,0.73,80.73,80.73,-0.197211453
0.000466,0.311,0.71,80.71,80.71,-0.197151906
0.000467,0.309,0.73,80.73,80.73,-0.197211453
0.000468,0.305,0.71,80.71,80.71,-0.197151906
0.000469,0.309,0.71,80.71,80.71,-0.197151906
0.00047,0.307,0.73,80.73,80.73,-0.197211453
0.000471,0.311,0.73,80.73,80.73,-0.197211453
0.000472,0.307,0.73,80.73,80.73,-0.197211453
0.000473,0.309,0.71,80.71,80.71,-0.197151906
0.000474,0.307,0.73,80.73,80.73,-0.197211453
0.000475,0.307,0.71,80.71,80.71,-0.197151906
0.000476,0.307,0.71,80.71,80.71,-0.197151906
0.000477,0.309,0.73,80.73,80.73,-0.197211453
0.000478,0.309,0.71,80.71,80.71,-0.197151906
0.000479,0.309,0.73,80.73,80.73,-0.197211453
0.00048,0.309,0.73,80.73,80.73,-0.197211453
0.000481,0.309,0.71,80.71,80.71,-0.197151906
0.000482,0.311,0.73,80.73,80.73,-0.197211453
0.000483,0.311,0.73,80.73,80.73,-0.197211453
0.000484,0.307,0.73,80.73,80.73,-0.197211453
0.000485,0.309,0.73,80.73,80.73,-0.197211453
0.000486,0.313,0.71,80.71,80.71,-0.197151906
0.000487,0.307,0.73,80.73,80.73,-0.197211453
0.000488,0.309,0.73,80.73,80.73,-0.197211453
0.000489,0.307,0.75,80.75,80.75,-0.197271
0.00049,0.309,0.73,80.73,80.73,-0.197211453
0.000491,0.307,0.73,80.73,80.73,-0.197211453
0.000492,0.309,0.73,80.73,80.73,-0.197211453
0.000493,0.303,0.73,80.73,80.73,-0.197211453
0.000494,0.309,0.73,80.73,80.73,-0.197211453
0.000495,0.309,0.73,80.73,80.73,-0.197211453
0.000496,0.307,0.75,80.75,80.75,-0.197271
0.000497,0.309,0.75,80.75,80.75,-0.197271
0.000498,0.311,0.73,80.73,80.73,-0.197211453
0.000499,0.309,0.73,80.73,80.73,-0.197211453
0.0005,0.307,0.73,80.73,80.73,-0.197211453
0.000501,0.311,0.75,80.75,80.75,-0.197271
0.000502,0.309,0.73,80.73,80.73,-0.197211453
0.000503,0.311,0.75,80.75,80.75,-0.197271
0.000504,0.307,0.75,80.75,80.75,-0.197271
0.000505,0.309,0.73,80.73,80.73,-0.197211453
0.000506,0.311,0.75,80.75,80.75,-0.197271
0.000507,0.309,0.75,80.75,80.75,-0.197271
0.000508,0.309,0.75,80.75,80.75,-0.197271
0.000509,0.307,0.75,80.75,80.75,-0.197271
0.00051,0.311,0.75,80.75,80.75,-0.197271
0.000511,0.311,0.75,80.75,80.75,-0.197271
0.000512,0.305,0.75,80.75,80.75,-0.197271
0.000513,0.307,0.75,80.75,80.75,-0.197271
0.000514,0.309,0.75,80.75,80.75,-0.197271
0.000515,0.309,0.75,80.75,80.75,-0.197271
0.000516,0.307,0.73,80.73,80.73,-0.197211453
0.000517,0.309,0.75,80.75,80.75,-0.197271
0.000518,0.307,0.75,80.75,80.75,-0.197271
0.000519,0.307,0.75,80.75,80.75,-0.197271
0.00052,0.309,0.75,80.75,80.75,-0.197271
0.000521,0.309,0.73,80.73,80.73,-0.197211453
0.000522,0.311,0.75,80.75,80.75,-0.197271
0.000523,0.307,0.75,80.75,80.75,-0.197271
0.000524,0.307,0.73,80.73,80.73,-0.197211453
0.000525,0.307,0.75,80.75,80.75,-0.197271
0.000526,0.313,0.73,80.73,80.73,-0.197211453
0.000527,0.309,0.75,80.75,80.75,-0.197271
0.000528,0.309,0.73,80.73,80.73,-0.197211453
0.000529,0.309,0.75,80.75,80.75,-0.197271
0.00053,0.307,0.75,80.75,80.75,-0.197271
0.000531,0.307,0.75,80.75,80.75,-0.197271
0.000532,0.311,0.75,80.75,80.75,-0.197271
0.000533,0.307,0.75,80.75,80.75,-0.197271
0.000534,0.307,0.75,80.75,80.75,-0.197271
0.000535,0.309,0.73,80.73,80.73,-0.197211453
0.000536,0.307,0.75,80.75,80.75,-0.197271
0.000537,0.309,0.73,80.73,80.73,-0.197211453
0.000538,0.307,0.75,80.75,80.75,-0.197271
0.000539,0.309,0.77,80.77,80.77,-0.197330546
0.00054,0.307,0.77,80.77,80.77,-0.197330546
0.000541,0.305,0.75,80.75,80.75,-0.197271
0.000542,0.309,0.77,80.77,80.77,-0.197330546
0.000543,0.309,0.77,80.77,80.77,-0.197330546
0.000544,0.305,0.77,80.77,80.77,-0.197330546
0.000545,0.307,0.77,80.77,80.77,-0.197330546
0.000546,0.307,0.77,80.77,80.77,-0.197330546
0.000547,0.307,0.75,80.75,80.75,-0.197271
0.000548,0.309,0.77,80.77,80.77,-0.197330546
0.000549,0.305,0.75,80.75,80.75,-0.197271
0.00055,0.307,0.77,80.77,80.77,-0.197330546
0.000551,0.305,0.77,80.77,80.77,-0.197330546
0.000552,0.305,0.77,80.77,80.77,-0.197330546
0.000553,0.307,0.77,80.77,80.77,-0.197330546
0.000554,0.309,0.75,80.75,80.75,-0.197271
0.000555,0.307,0.75,80.75,80.75,-0.197271
0.000556,0.309,0.77,80.77,80.77,-0.197330546
0.000557,0.307,0.75,80.75,80.75,-0.197271
0.000558,0.307,0.75,80.75,80.75,-0.197271
0.000559,0.309,0.77,80.77,80.77,-0.197330546
0.00056,0.309,0.77,80.77,80.77,-0.197330546
0.000561,0.309,0.77,80.77,80.77,-0.197330546
0.000562,0.307,0.75,80.75,80.75,-0.197271
0.000563,0.307,0.75,80.75,80.75,-0.197271
0.000564,0.307,0.77,80.77,80.77,-0.197330546
0.000565,0.307,0.77,80.77,80.77,-0.197330546
0.000566,0.305,0.75,80.75,80.75,-0.197271
0.000567,0.311,0.77,80.77,80.77,-0.197330546
0.000568,0.309,0.77,80.77,80.77,-0.197330546
0.000569,0.307,0.77,80.77,80.77,-0.197330546
0.00057,0.309,0.77,80.77,80.77,-0.197330546
0.000571,0.305,0.75,80.75,80.75,-0.197271
0.000572,0.307,0.75,80.75,80.75,-0.197271
0.000573,0.309,0.77,80.77,80.77,-0.197330546
0.000574,0.309,0.77,80.77,80.77,-0.197330546
0.000575,0.307,0.77,80.77,80.77,-0.197330546
0.000576,0.305,0.77,80.77,80.77,-0.197330546
0.000577,0.307,0.77,80.77,80.77,-0.197330546
0.000578,0.307,0.77,80.77,80.77,-0.197330546
0.000579,0.307,0.77,80.77,80.77,-0.197330546
0.00058,0.307,0.75,80.75,80.75,-0.197271
0.000581,0.307,0.77,80.77,80.77,-0.197330546
0.000582,0.309,0.75,80.75,80.75,-0.197271
0.000583,0.311,0.77,80.77,80.77,-0.197330546
0.000584,0.307,0.77,80.77,80.77,-0.197330546
0.000585,0.309,0.77,80.77,80.77,-0.197330546
0.000586,0.307,0.77,80.77,80.77,-0.197330546
0.000587,0.309,0.75,80.75,80.75,-0.197271
0.000588,0.307,0.75,80.75,80.75,-0.197271
0.000589,0.305,0.75,80.75,80.75,-0.197271
0.00059,0.309,0.75,80.75,80.75,-0.197271
0.000591,0.307,0.77,80.77,80.77,-0.197330546
0.000592,0.309,0.79,80.79,80.79,-0.197390093
0.000593,0.307,0.75,80.75,80.75,-0.197271
0.000594,0.307,0.77,80.77,80.77,-0.197330546
0.000595,0.307,0.79,80.79,80.79,-0.197390093
0.000596,0.309,0.79,80.79,80.79,-0.197390093
0.000597,0.309,0.79,80.79,80.79,-0.197390093
0.000598,0.311,0.79,80.79,80.79,-0.197390093
0.000599,0.309,0.79,80.79,80.79,-0.197390093
0.0006,0.309,0.79,80.79,80.79,-0.197390093
0.000601,0.309,0.79,80.79,80.79,-0.197390093
0.000602,0.311,0.79,80.79,80.79,-0.197390093
0.000603,0.311,0.77,80.77,80.77,-0.197330546
0.000604,0.309,0.79,80.79,80.79,-0.197390093
0.000605,0.309,0.79,80.79,80.79,-0.197390093
0.000606,0.305,0.79,80.79,80.79,-0.197390093
0.000607,0.307,0.79,80.79,80.79,-0.197390093
0.000608,0.309,0.79,80.79,80.79,-0.197390093
0.000609,0.311,0.79,80.79,80.79,-0.197390093
0.00061,0.311,0.77,80.77,80.77,-0.197330546
0.000611,0.307,0.77,80.77,80.77,-0.197330546
0.000612,0.309,0.77,80.77,80.77,-0.197330546
0.000613,0.307,0.77,80.77,80.77,-0.197330546
0.000614,0.309,0.77,80.77,80.77,-0.197330546
0.000615,0.309,0.77,80.77,80.77,-0.197330546
0.000616,0.307,0.77,80.77,80.77,-0.197330546
0.000617,0.307,0.77,80.77,80.77,-0.197330546
0.000618,0.311,0.79,80.79,80.79,-0.197390093
0.000619,0.305,0.79,80.79,80.79,-0.197390093
0.00062,0.307,0.77,80.77,80.77,-0.197330546
0.000621,0.309,0.79,80.79,80.79,-0.197390093
0.000622,0.309,0.79,80.79,80.79,-0.197390093
0.000623,0.307,0.77,80.77,80.77,-0.197330546
0.000624,0.305,0.79,80.79,80.79,-0.197390093
0.000625,0.305,0.79,80.79,80.79,-0.197390093
0.000626,0.307,0.79,80.79,80.79,-0.197390093
0.000627,0.311,0.79,80.79,80.79,-0.197390093
0.000628,0.311,0.77,80.77,80.77,-0.197330546
0.000629,0.307,0.79,80.79,80.79,-0.197390093
0.00063,0.305,0.79,80.79,80.79,-0.197390093
0.000631,0.307,0.77,80.77,80.77,-0.197330546
0.000632,0.307,0.77,80.77,80.77,-0.197330546
0.000633,0.305,0.79,80.79,80.79,-0.197390093
0.000634,0.305,0.77,80.77,80.77,-0.197330546
0.000635,0.305,0.79,80.79,80.79,-0.197390093
0.000636,0.309,0.79,80.79,80.79,-0.197390093
0.000637,0.305,0.77,80.77,80.77,-0.197330546
0.000638,0.307,0.79,80.79,80.79,-0.197390093
0.000639,0.309,0.77,80.77,80.77,-0.197330546
0.00064,0.309,0.79,80.79,80.79,-0.197390093
0.000641,0.305,0.79,80.79,80.79,-0.197390093
0.000642,0.305,0.79,80.79,80.79,-0.197390093
0.000643,0.305,0.79,80.79,80.79,-0.197390093
0.000644,0.309,0.81,80.81,80.81,-0.19744964
0.000645,0.305,0.79,80.79,80.79,-0.197390093
0.000646,0.307,0.79,80.79,80.79,-0.197390093
0.000647,0.307,0.79,80.79,80.79,-0.197390093
0.000648,0.309,0.79,80.79,80.79,-0.197390093
0.000649,0.305,0.79,80.79,80.79,-0.197390093
0.00065,0.307,0.79,80.79,80.79,-0.197390093
0.000651,0.309,0.79,80.79,80.79,-0.197390093
0.000652,0.311,0.81,80.81,80.81,-0.19744964
0.000653,0.309,0.79,80.79,80.79,-0.197390093
0.000654,0.307,0.81,80.81,80.81,-0.19744964
0.000655,0.303,0.81,80.81,80.81,-0.19744964
0.000656,0.305,0.81,80.81,80.81,-0.19744964
0.000657,0.309,0.81,80.81,80.81,-0.19744964
0.000658,0.305,0.81,80.81,80.81,-0.19744964
0.000659,0.305,0.79,80.79,80.79,-0.197390093
0.00066,0.307,0.81,80.81,80.81,-0.19744964
0.000661,0.307,0.79,80.79,80.79,-0.197390093
0.000662,0.311,0.79,80.79,80.79,-0.197390093
0.000663,0.305,0.79,80.79,80.79,-0.197390093
0.000664,0.307,0.79,80.79,80.79,-0.197390093
0.000665,0.311,0.79,80.79,80.79,-0.197390093
0.000666,0.307,0.81,80.81,80.81,-0.19744964
0.000667,0.305,0.79,80.79,80.79,-0.197390093
0.000668,0.309,0.81,80.81,80.81,-0.19744964
0.000669,0.307,0.79,80.79,80.79,-0.197390093
0.00067,0.305,0.81,80.81,80.81,-0.19744964
0.000671,0.305,0.79,80.79,80.79,-0.197390093
0.000672,0.303,0.79,80.79,80.79,-0.197390093
0.000673,0.307,0.81,80.81,80.81,-0.19744964
0.000674,0.309,0.81,80.81,80.81,-0.19744964
0.000675,0.305,0.79,80.79,80.79,-0.197390093
0.000676,0.305,0.81,80.81,80.81,-0.19744964
0.000677,0.307,0.81,80.81,80.81,-0.19744964
0.000678,0.309,0.79,80.79,80.79,-0.197390093
0.000679,0.309,0.79,80.79,80.79,-0.197390093
0.00068,0.307,0.79,80.79,80.79,-0.197390093
0.000681,0.309,0.81,80.81,80.81,-0.19744964
0.000682,0.307,0.79,80.79,80.79,-0.197390093
0.000683,0.305,0.79,80.79,80.79,-0.197390093
0.000684,0.307,0.81,80.81,80.81,-0.19744964
0.000685,0.307,0.81,80.81,80.81,-0.19744964
0.000686,0.307,0.79,80.79,80.79,-0.197390093
0.000687,0.311,0.81,80.81,80.81,-0.19744964
0.000688,0.307,0.79,80.79,80.79,-0.197390093
0.000689,0.307,0.81,80.81,80.81,-0.19744964
0.00069,0.309,0.81,80.81,80.81,-0.19744964
0.000691,0.313,0.81,80.81,80.81,-0.19744964
0.000692,0.309,0.81,80.81,80.81,-0.19744964
0.000693,0.307,0.83,80.83,80.83,-0.197509186
0.000694,0.309,0.83,80.83,80.83,-0.197509186
0.000695,0.305,0.83,80.83,80.83,-0.197509186
0.000696,0.307,0.81,80.81,80.81,-0.19744964
0.000697,0.305,0.81,80.81,80.81,-0.19744964
0.000698,0.305,0.81,80.81,80.81,-0.19744964
0.000699,0.307,0.81,80.81,80.81,-0.19744964
0.0007,0.307,0.81,80.81,80.81,-0.19744964
0.000701,0.305,0.83,80.83,80.83,-0.197509186
0.000702,0.305,0.83,80.83,80.83,-0.197509186
0.000703,0.309,0.83,80.83,80.83,-0.197509186
0.000704,0.305,0.81,80.81,80.81,-0.19744964
0.000705,0.307,0.83,80.83,80.83,-0.197509186
0.000706,0.305,0.81,80.81,80.81,-0.19744964
0.000707,0.307,0.81,80.81,80.81,-0.19744964
0.000708,0.309,0.81,80.81,80.81,-0.19744964
0.000709,0.305,0.81,80.81,80.81,-0.19744964
0.00071,0.311,0.83,80.83,80.83,-0.197509186
0.000711,0.307,0.83,80.83,80.83,-0.197509186
0.000712,0.307,0.83,80.83,80.83,-0.197509186
0.000713,0.309,0.83,80.83,80.83,-0.197509186
0.000714,0.309,0.83,80.83,80.83,-0.197509186
0.000715,0.305,0.83,80.83,80.83,-0.197509186
0.000716,0.309,0.81,80.81,80.81,-0.19744964
0.000717,0.305,0.81,80.81,80.81,-0.19744964
0.000718,0.305,0.83,80.83,80.83,-0.197509186
0.000719,0.307,0.83,80.83,80.83,-0.197509186
0.00072,0.309,0.83,80.83,80.83,-0.197509186
0.000721,0.309,0.83,80.83,80.83,-0.197509186
0.000722,0.305,0.83,80.83,80.83,-0.197509186
0.000723,0.307,0.83,80.83,80.83,-0.197509186
0.000724,0.307,0.83,80.83,80.83,-0.197509186
0.000725,0.307,0.81,80.81,80.81,-0.19744964
0.000726,0.307,0.81,80.81,80.81,-0.19744964
0.000727,0.307,0.83,80.83,80.83,-0.197509186
0.000728,0.309,0.83,80.83,80.83,-0.197509186
0.000729,0.305,0.83,80.83,80.83,-0.197509186
0.00073,0.305,0.83,80.83,80.83,-0.197509186
0.000731,0.307,0.81,80.81,80.81,-0.19744964
0.000732,0.307,0.81,80.81,80.81,-0.19744964
0.000733,0.309,0.83,80.83,80.83,-0.197509186
0.000734,0.303,0.81,80.81,80.81,-0.19744964
0.000735,0.307,0.85,80.85,80.85,-0.197568733
0.000736,0.305,0.83,80.83,80.83,-0.197509186
0.000737,0.307,0.83,80.83,80.83,-0.197509186
0.000738,0.307,0.81,80.81,80.81,-0.19744964
0.000739,0.305,0.83,80.83,80.83,-0.197509186
0.00074,0.305,0.81,80.81,80.81,-0.19744964
0.000741,0.305,0.83,80.83,80.83,-0.197509186
0.000742,0.305,0.83,80.83,80.83,-0.197509186
0.000743,0.307,0.83,80.83,80.83,-0.197509186
0.000744,0.309,0.83,80.83,80.83,-0.197509186
0.000745,0.305,0.83,80.83,80.83,-0.197509186
0.000746,0.305,0.83,80.83,80.83,-0.197509186
0.000747,0.305,0.81,80.81,80.81,-0.19744964
0.000748,0.305,0.83,80.83,80.83,-0.197509186
0.000749,0.305,0.83,80.83,80.83,-0.197509186
0.00075,0.307,0.83,80.83,80.83,-0.197509186
0.000751,0.305,0.85,80.85,80.85,-0.197568733
0.000752,0.305,0.85,80.85,80.85,-0.197568733
0.000753,0.305,0.83,80.83,80.83,-0.197509186
0.000754,0.303,0.85,80.85,80.85,-0.197568733
0.000755,0.305,0.85,80.85,80.85,-0.197568733
0.000756,0.305,0.85,80.85,80.85,-0.197568733
0.000757,0.303,0.83,80.83,80.83,-0.197509186
0.000758,0.303,0.83,80.83,80.83,-0.197509186
0.000759,0.303,0.83,80.83,80.83,-0.197509186
0.00076,0.307,0.85,80.85,80.85,-0.197568733
0.000761,0.305,0.83,80.83,80.83,-0.197509186
0.000762,0.307,0.85,80.85,80.85,-0.197568733
0.000763,0.305,0.85,80.85,80.85,-0.197568733
0.000764,0.303,0.83,80.83,80.83,-0.197509186
0.000765,0.307,0.83,80.83,80.83,-0.197509186
0.000766,0.305,0.83,80.83,80.83,-0.197509186
0.000767,0.309,0.85,80.85,80.85,-0.197568733
0.000768,0.305,0.85,80.85,80.85,-0.197568733
0.000769,0.313,0.85,80.85,80.85,-0.197568733
0.00077,0.309,0.85,80.85,80.85,-0.197568733
0.000771,0.305,0.85,80.85,80.85,-0.197568733
0.000772,0.307,0.85,80.85,80.85,-0.197568733
0.000773,0.305,0.83,80.83,80.83,-0.197509186
0.000774,0.309,0.85,80.85,80.85,-0.197568733
0.000775,0.309,0.83,80.83,80.83,-0.197509186
0.000776,0.309,0.83,80.83,80.83,-0.197509186
0.000777,0.307,0.85,80.85,80.85,-0.197568733
0.000778,0.305,0.83,80.83,80.83,-0.197509186
0.000779,0.305,0.85,80.85,80.85,-0.197568733
0.00078,0.307,0.83,80.83,80.83,-0.197509186
0.000781,0.307,0.85,80.85,80.85,-0.197568733
0.000782,0.307,0.83,80.83,80.83,-0.197509186
0.000783,0.307,0.83,80.83,80.83,-0.197509186
0.000784,0.307,0.83,80.83,80.83,-0.197509186
0.000785,0.305,0.83,80.83,80.83,-0.197509186
0.000786,0.307,0.83,80.83,80.83,-0.197509186
0.000787,0.305,0.85,80.85,80.85,-0.197568733
0.000788,0.309,0.83,80.83,80.83,-0.197509186
0.000789,0.307,0.83,80.83,80.83,-0.197509186
0.00079,0.307,0.83,80.83,80.83,-0.197509186
0.000791,0.305,0.85,80.85,80.85,-0.197568733
0.000792,0.307,0.85,80.85,80.85,-0.197568733
0.000793,0.307,0.87,80.87,80.87,-0.19762828
0.000794,0.301,0.87,80.87,80.87,-0.19762828
0.000795,0.307,0.83,80.83,80.83,-0.197509186
0.000796,0.309,0.83,80.83,80.83,-0.197509186
0.000797,0.305,0.85,80.85,80.85,-0.197568733
0.000798,0.311,0.85,80.85,80.85,-0.197568733
0.000799,0.307,0.85,80.85,80.85,-0.197568733
0.0008,0.303,0.85,80.85,80.85,-0.197568733
0.000801,0.307,0.87,80.87,80.87,-0.19762828
0.000802,0.307,0.85,80.85,80.85,-0.197568733
0.000803,0.303,0.87,80.87,80.87,-0.19762828
0.000804,0.303,0.87,80.87,80.87,-0.19762828
0.000805,0.309,0.87,80.87,80.87,-0.19762828
0.000806,0.305,0.85,80.85,80.85,-0.197568733
0.000807,0.305,0.85,80.85,80.85,-0.197568733
0.000808,0.309,0.85,80.85,80.85,-0.197568733
0.000809,0.307,0.87,80.87,80.87,-0.19762828
0.00081,0.307,0.85,80.85,80.85,-0.197568733
0.000811,0.307,0.85,80.85,80.85,-0.197568733
0.000812,0.307,0.87,80.87,80.87,-0.19762828
0.000813,0.303,0.87,80.87,80.87,-0.19762828
0.000814,0.303,0.87,80.87,80.87,-0.19762828
0.000815,0.305,0.87,80.87,80.87,-0.19762828
0.000816,0.301,0.87,80.87,80.87,-0.19762828
0.000817,0.305,0.87,80.87,80.87,-0.19762828
0.000818,0.311,0.85,80.85,80.85,-0.197568733
0.000819,0.305,0.87,80.87,80.87,-0.19762828
0.00082,0.307,0.85,80.85,80.85,-0.197568733
0.000821,0.305,0.85,80.85,80.85,-0.197568733
0.000822,0.307,0.85,80.85,80.85,-0.197568733
0.000823,0.307,0.87,80.87,80.87,-0.19762828
0.000824,0.307,0.87,80.87,80.87,-0.19762828
0.000825,0.307,0.87,80.87,80.87,-0.19762828
0.000826,0.305,0.85,80.85,80.85,-0.197568733
0.000827,0.305,0.85,80.85,80.85,-0.197568733
0.000828,0.309,0.87,80.87,80.87,-0.19762828
0.000829,0.303,0.85,80.85,80.85,-0.197568733
0.00083,0.307,0.87,80.87,80.87,-0.19762828
0.000831,0.305,0.87,80.87,80.87,-0.19762828
0.000832,0.305,0.85,80.85,80.85,-0.197568733
0.000833,0.303,0.85,80.85,80.85,-0.197568733
0.000834,0.305,0.85,80.85,80.85,-0.197568733
0.000835,0.307,0.85,80.85,80.85,-0.197568733
0.000836,0.309,0.85,80.85,80.85,-0.197568733
0.000837,0.305,0.85,80.85,80.85,-0.197568733
0.000838,0.307,0.87,80.87,80.87,-0.19762828
0.000839,0.307,0.87,80.87,80.87,-0.19762828
0.00084,0.305,0.85,80.85,80.85,-0.197568733
0.000841,0.307,0.87,80.87,80.87,-0.19762828
0.000842,0.303,0.85,80.85,80.85,-0.197568733
0.000843,0.307,0.89,80.89,80.89,-0.197687826
0.000844,0.309,0.87,80.87,80.87,-0.19762828
0.000845,0.307,0.85,80.85,80.85,-0.197568733
0.000846,0.303,0.89,80.89,80.89,-0.197687826
0.000847,0.305,0.87,80.87,80.87,-0.19762828
0.000848,0.305,0.87,80.87,80.87,-0.19762828
0.000849,0.307,0.87,80.87,80.87,-0.19762828
0.00085,0.303,0.87,80.87,80.87,-0.19762828
0.000851,0.305,0.85,80.85,80.85,-0.197568733
0.000852,0.307,0.89,80.89,80.89,-0.197687826
0.000853,0.309,0.89,80.89,80.89,-0.197687826
0.000854,0.305,0.89,80.89,80.89,-0.197687826
0.000855,0.305,0.87,80.87,80.87,-0.19762828
0.000856,0.307,0.87,80.87,80.87,-0.19762828
0.000857,0.307,0.89,80.89,80.89,-0.197687826
0.000858,0.307,0.89,80.89,80.89,-0.197687826
0.000859,0.309,0.87,80.87,80.87,-0.19762828
0.00086,0.305,0.89,80.89,80.89,-0.197687826
0.000861,0.305,0.89,80.89,80.89,-0.197687826
0.000862,0.307,0.89,80.89,80.89,-0.197687826
0.000863,0.305,0.89,80.89,80.89,-0.197687826
0.000864,0.307,0.89,80.89,80.89,-0.197687826
0.000865,0.305,0.89,80.89,80.89,-0.197687826
0.000866,0.309,0.89,80.89,80.89,-0.197687826
0.000867,0.309,0.87,80.87,80.87,-0.19762828
0.000868,0.305,0.89,80.89,80.89,-0.197687826
0.000869,0.303,0.89,80.89,80.89,-0.197687826
0.00087,0.303,0.89,80.89,80.89,-0.197687826
0.000871,0.307,0.87,80.87,80.87,-0.19762828
0.000872,0.305,0.89,80.89,80.89,-0.197687826
0.000873,0.307,0.87,80.87,80.87,-0.19762828
0.000874,0.307,0.89,80.89,80.89,-0.197687826
0.000875,0.309,0.87,80.87,80.87,-0.19762828
0.000876,0.307,0.87,80.87,80.87,-0.19762828
0.000877,0.307,0.87,80.87,80.87,-0.19762828
0.000878,0.305,0.87,80.87,80.87,-0.19762828
0.000879,0.305,0.89,80.89,80.89,-0.197687826
0.00088,0.307,0.89,80.89,80.89,-0.197687826
0.000881,0.303,0.87,80.87,80.87,-0.19762828
0.000882,0.307,0.89,80.89,80.89,-0.197687826
0.000883,0.303,0.87,80.87,80.87,-0.19762828
0.000884,0.305,0.87,80.87,80.87,-0.19762828
0.000885,0.305,0.89,80.89,80.89,-0.197687826
0.000886,0.305,0.87,80.87,80.87,-0.19762828
0.000887,0.307,0.87,80.87,80.87,-0.19762828
0.000888,0.303,0.87,80.87,80.87,-0.19762828
0.000889,0.307,0.87,80.87,80.87,-0.19762828
0.00089,0.305,0.87,80.87,80.87,-0.19762828
0.000891,0.307,0.89,80.89,80.89,-0.197687826
0.000892,0.305,0.89,80.89,80.89,-0.197687826
0.000893,0.307,0.89,80.89,80.89,-0.197687826
0.000894,0.309,0.89,80.89,80.89,-0.197687826
0.000895,0.305,0.91,80.91,80.91,-0.197747373
0.000896,0.305,0.89,80.89,80.89,-0.197687826
0.000897,0.303,0.89,80.89,80.89,-0.197687826
0.000898,0.307,0.89,80.89,80.89,-0.197687826
0.000899,0.305,0.89,80.89,80.89,-0.197687826
0.0009,0.305,0.91,80.91,80.91,-0.197747373
0.000901,0.307,0.91,80.91,80.91,-0.197747373
0.000902,0.307,0.91,80.91,80.91,-0.197747373
0.000903,0.303,0.91,80.91,80.91,-0.197747373
0.000904,0.303,0.89,80.89,80.89,-0.197687826
0.000905,0.303,0.89,80.89,80.89,-0.197687826
0.000906,0.309,0.91,80.91,80.91,-0.197747373
0.000907,0.309,0.89,80.89,80.89,-0.197687826
0.000908,0.307,0.89,80.89,80.89,-0.197687826
0.000909,0.305,0.91,80.91,80.91,-0.197747373
0.00091,0.305,0.91,80.91,80.91,-0.197747373
0.000911,0.305,0.91,80.91,80.91,-0.197747373
0.000912,0.303,0.91,80.91,80.91,-0.197747373
0.000913,0.309,0.91,80.91,80.91,-0.197747373
0.000914,0.305,0.91,80.91,80.91,-0.197747373
0.000915,0.307,0.89,80.89,80.89,-0.197687826
0.000916,0.305,0.91,80.91,80.91,-0.197747373
0.000917,0.309,0.91,80.91,80.91,-0.197747373
0.000918,0.307,0.89,80.89,80.89,-0.197687826
0.000919,0.303,0.91,80.91,80.91,-0.197747373
0.00092,0.307,0.91,80.91,80.91,-0.197747373
0.000921,0.305,0.89,80.89,80.89,-0.197687826
0.000922,0.307,0.89,80.89,80.89,-0.197687826
0.000923,0.307,0.89,80.89,80.89,-0.197687826
0.000924,0.307,0.89,80.89,80.89,-0.197687826
0.000925,0.307,0.89,80.89,80.89,-0.197687826
0.000926,0.307,0.91,80.91,80.91,-0.197747373
0.000927,0.305,0.89,80.89,80.89,-0.197687826
0.000928,0.305,0.89,80.89,80.89,-0.197687826
0.000929,0.307,0.91,80.91,80.91,-0.197747373
0.00093,0.305,0.89,80.89,80.89,-0.197687826
0.000931,0.305,0.89,80.89,80.89,-0.197687826
0.000932,0.307,0.91,80.91,80.91,-0.197747373
0.000933,0.305,0.89,80.89,80.89,-0.197687826
0.000934,0.305,0.91,80.91,80.91,-0.197747373
0.000935,0.303,0.89,80.89,80.89,-0.197687826
0.000936,0.307,0.91,80.91,80.91,-0.197747373
