voltage,wavelength
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.106,-0.19535359729799998
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.106,-0.19535359729799998
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.106,-0.19535359729799998
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.106,-0.19535359729799998
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.11,-0.19536550663
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.11,-0.19536550663
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.11,-0.19536550663
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.11,-0.19536550663
80.114,-0.195377415962
80.11,-0.19536550663
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.11,-0.19536550663
80.114,-0.195377415962
80.114,-0.195377415962
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.114,-0.195377415962
80.114,-0.195377415962
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.114,-0.195377415962
80.118,-0.19538932529399997
80.114,-0.195377415962
80.118,-0.19538932529399997
80.118,-0.19538932529399997
80.118,-0.19538932529399997
