-1.479802704E+01,-9.034515381E+01,-8.490718079E+01,-9.677952576E+01,-9.342611694E+01,-1.012383194E+02,-9.721340942E+01,-1.037352066E+02,-1.002520752E+02,-1.053986893E+02
""
