voltage,wavelength
129.1,-0.3259235
129.2,-0.3261625
129.3,-0.3264245
129.4,-0.3267085
129.5,-0.3269765
129.6,-0.3272135
129.7,-0.3274445
129.8,-0.3276905
129.9,-0.3279585
130,-0.3282235
130.1,-0.3284775
130.2,-0.3287165
130.3,-0.3289695
130.4,-0.3292335
130.5,-0.3295205
130.6,-0.3297895
130.7,-0.3300395
130.8,-0.3302885
130.9,-0.3305455
131,-0.3308355
131.1,-0.3311135
131.2,-0.3313725
131.3,-0.3316185
131.4,-0.3318615
131.5,-0.3321315
131.6,-0.3324015
131.7,-0.3326595
131.8,-0.3328955
131.9,-0.3331275
132,-0.3333685
132.1,-0.3336215
132.2,-0.3338705
132.3,-0.3341045
132.4,-0.3343315
132.5,-0.3345575
132.6,-0.3348055
132.7,-0.3350585
132.8,-0.3352995
132.9,-0.3355265
133,-0.3357575
133.1,-0.3359915
133.2,-0.3362535
133.3,-0.3365125
133.4,-0.3367555
133.5,-0.3369975
133.6,-0.3372335
133.7,-0.3374855
133.8,-0.3377495
133.9,-0.3379915
134,-0.3382335
134.1,-0.3384665
134.2,-0.3387065
134.3,-0.3389735
134.4,-0.3392375
134.5,-0.3394945
134.6,-0.3397425
134.7,-0.3399945
134.8,-0.3402615
134.9,-0.3405335
135,-0.3407905
135.1,-0.3410545
135.2,-0.3413115
135.3,-0.3415815
135.4,-0.3418745
135.5,-0.3421585
135.6,-0.3424285
135.7,-0.3426965
135.8,-0.3429685
135.9,-0.3432415
136,-0.3434985
136.1,-0.3437505
136.2,-0.3440035
136.3,-0.3442565
136.4,-0.3445125
136.5,-0.3447655
136.6,-0.3450145
136.7,-0.3452645
136.8,-0.3455085
136.9,-0.3457695
137,-0.3460165
137.1,-0.3462585
137.2,-0.3464935
137.3,-0.3467425
137.4,-0.3469865
137.5,-0.3472375
137.6,-0.3474805
137.7,-0.3477275
137.8,-0.3479775
137.9,-0.3482285
138,-0.3484815
138.1,-0.3487235
138.2,-0.3489595
138.3,-0.3492045
138.4,-0.3494585
138.5,-0.3497015
138.6,-0.3499455
138.7,-0.3501845
138.8,-0.3504315
138.9,-0.3506925
139,-0.3509585
139.1,-0.3512195
139.2,-0.3514765
139.3,-0.3517215
139.4,-0.3519805
139.5,-0.3522495
139.6,-0.3525095
139.7,-0.3527495
139.8,-0.3529905
139.9,-0.3532875
