wavelength
1550.0248
1550.02479
1550.02479
1550.0248
1550.02479
1550.02479
1550.0248
1550.02479
1550.02479
1550.02479
1550.02479
1550.02479
1550.0248
1550.02479
1550.0248
1550.02479
1550.02479
1550.0248
1550.02479
1550.0248
1550.02479
1550.02479
1550.0248
1550.0248
1550.0248
1550.02479
1550.02479
1550.02479
1550.0248
1550.0248
1550.02479
1550.0248
1550.0248
1550.0248
1550.0248
1550.02479
1550.0248
1550.02479
1550.0248
1550.0248
1550.0248
1550.0248
1550.02479
1550.0248
1550.0248
1550.0248
1550.02479
1550.02479
1550.02479
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.02479
1550.0248
1550.0248
1550.0248
1550.02479
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.02479
1550.0248
1550.02479
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.02479
1550.0248
1550.0248
1550.02481
1550.0248
1550.02481
1550.0248
1550.0248
1550.0248
1550.0248
1550.02481
1550.02481
1550.0248
1550.02481
1550.02481
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.02481
1550.0248
1550.02481
1550.0248
1550.0248
1550.02481
1550.0248
1550.0248
1550.0248
1550.0248
1550.0248
1550.02481
1550.02481
1550.0248
1550.02481
1550.0248
1550.02481
1550.02481
1550.0248
1550.02481
1550.02481
1550.0248
1550.0248
1550.02481
1550.0248
1550.0248
1550.02481
1550.02481
1550.02481
1550.02481
1550.0248
1550.02481
1550.0248
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.0248
1550.02481
1550.02481
1550.02482
1550.0248
1550.02482
1550.02481
1550.02481
1550.02481
1550.02482
1550.02481
1550.0248
1550.02481
1550.02481
1550.02481
1550.02481
1550.02482
1550.02481
1550.0248
1550.0248
1550.02482
1550.02483
1550.02482
1550.02481
1550.02481
1550.0248
1550.02481
1550.02482
1550.02482
1550.02482
1550.02481
1550.02481
1550.02481
1550.02481
1550.02482
1550.02481
1550.02482
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02481
1550.02482
1550.02482
1550.02482
1550.02481
1550.02481
1550.02481
1550.02482
1550.02482
1550.02481
1550.02481
1550.02482
1550.02481
1550.02482
1550.02481
1550.02481
1550.02482
1550.02482
1550.02482
1550.02481
1550.02482
1550.02481
1550.02481
1550.02481
1550.02482
1550.02481
1550.02482
1550.02482
1550.02482
1550.02482
1550.02481
1550.02481
1550.02481
1550.02481
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02481
1550.02482
1550.02481
1550.02482
1550.02482
1550.02482
1550.02481
1550.02482
1550.02481
1550.02482
1550.02481
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02483
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02481
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02482
1550.02483
1550.02483
1550.02482
1550.02481
1550.02481
1550.02483
1550.02485
1550.02484
1550.02482
1550.02482
1550.02482
1550.02483
1550.02483
1550.02483
1550.02482
1550.02483
1550.02483
1550.02482
1550.02482
1550.02483
1550.02484
1550.02484
1550.02482
1550.02482
1550.02482
1550.02483
1550.02483
1550.02483
1550.02483
1550.02483
1550.02483
1550.02482
1550.02482
1550.02483
1550.02483
1550.02483
1550.02483
1550.02483
1550.02483
1550.02483
1550.02483
1550.02484
1550.02483
1550.02482
1550.02483
1550.02482
1550.02483
1550.02483
1550.02483
1550.02482
1550.02483
1550.02483
1550.02483
1550.02483
1550.02483
1550.02484
1550.02483
1550.02483
1550.02483
1550.02483
1550.02484
1550.02484
1550.02484
1550.02483
1550.02483
1550.02483
1550.02484
1550.02484
1550.02483
1550.02483
1550.02484
1550.02484
1550.02483
1550.02483
1550.02483
1550.02483
1550.02484
1550.02483
1550.02484
1550.02483
1550.02483
1550.02484
1550.02484
1550.02483
1550.02483
1550.02484
1550.02483
1550.02484
1550.02483
1550.02484
1550.02484
1550.02484
1550.02483
1550.02483
1550.02483
1550.02484
1550.02484
1550.02483
1550.02483
1550.02484
1550.02483
1550.02484
1550.02483
1550.02483
1550.02484
1550.02484
1550.02484
1550.02484
1550.02484
1550.02484
1550.02483
1550.02484
1550.02485
1550.02484
1550.02483
1550.02484
1550.02484
1550.02484
1550.02484
