voltage,wavelength
133.5,-0.331201333
133.6,-0.331432667
133.7,-0.331669333
133.8,-0.331921333
133.9,-0.332168
134,-0.332405333
134.1,-0.332627333
134.2,-0.332851333
134.3,-0.333086667
134.4,-0.333336667
134.5,-0.333572
134.6,-0.333801333
134.7,-0.33402
134.8,-0.334248
134.9,-0.334493333
135,-0.334744
135.1,-0.334987333
135.2,-0.335212667
135.3,-0.335449333
135.4,-0.33569
135.5,-0.335940667
135.6,-0.336185333
135.7,-0.336426
135.8,-0.336653333
135.9,-0.336884667
136,-0.33712
136.1,-0.337383333
136.2,-0.337635333
136.3,-0.337886
136.4,-0.338125333
136.5,-0.338375333
136.6,-0.33864
136.7,-0.338906
136.8,-0.339163333
136.9,-0.339422
137,-0.339682
137.1,-0.339953333
137.2,-0.340242
137.3,-0.340524
137.4,-0.340792
137.5,-0.341059333
137.6,-0.34133
137.7,-0.341599333
137.8,-0.341854
137.9,-0.342104667
138,-0.342356667
138.1,-0.342608667
138.2,-0.342864
138.3,-0.343112
138.4,-0.343362667
138.5,-0.343608667
138.6,-0.343854
138.7,-0.344111333
138.8,-0.344358
138.9,-0.344594667
139,-0.344832667
139.1,-0.345076667
139.2,-0.345323333
139.3,-0.345572
139.4,-0.345814
139.5,-0.346056
139.6,-0.346306667
139.7,-0.346559333
139.8,-0.346810667
139.9,-0.347050667
