step_points,gap,middle_points,middle_average,delta_w,fdelta_w,voltage_set
99666,109,99720,1549.690227,-0.000258,-0.3347325,133.2
99775,110,99830,1549.689968,-0.0002435,-0.3349915,133.3
99885,113,99941,1549.689725,-0.0002425,-0.3352345,133.4
99998,109,100052,1549.689483,-0.000235,-0.3354765,133.5
100107,110,100162,1549.689247,-0.000252,-0.3357125,133.6
100217,111,100272,1549.688995,-0.000265,-0.3359645,133.7
100328,112,100384,1549.688731,-0.000242,-0.3362285,133.8
100440,111,100495,1549.688489,-0.000241,-0.3364705,133.9
100551,110,100606,1549.688247,-0.0002335,-0.3367125,134
100661,113,100717,1549.688014,-0.0002405,-0.3369455,134.1
100774,111,100829,1549.687774,-0.0002665,-0.3371855,134.2
100885,114,100942,1549.687507,-0.0002635,-0.3374525,134.3
100999,112,101055,1549.687243,-0.000257,-0.3377165,134.4
101111,115,101168,1549.686986,-0.0002485,-0.3379735,134.5
101226,112,101282,1549.686738,-0.000252,-0.3382215,134.6
101338,114,101395,1549.686486,-0.0002665,-0.3384735,134.7
101452,113,101508,1549.686219,-0.0002725,-0.3387405,134.8
101565,114,101622,1549.685947,-0.0002565,-0.3390125,134.9
101679,111,101734,1549.68569,-0.0002645,-0.3392695,135
101790,116,101848,1549.685426,-0.000257,-0.3395335,135.1
101906,113,101962,1549.685169,-0.0002705,-0.3397905,135.2
102019,115,102076,1549.684899,-0.0002925,-0.3400605,135.3
102134,114,102191,1549.684606,-0.0002845,-0.3403535,135.4
102248,112,102304,1549.684322,-0.0002695,-0.3406375,135.5
102360,115,102417,1549.684052,-0.000268,-0.3409075,135.6
102475,114,102532,1549.683784,-0.0002725,-0.3411755,135.7
102589,115,102646,1549.683512,-0.000272,-0.3414475,135.8
102704,115,102761,1549.683239,-0.000258,-0.3417205,135.9
102819,115,102876,1549.682982,-0.0002515,-0.3419775,136
102934,112,102990,1549.68273,-0.0002525,-0.3422295,136.1
103046,116,103104,1549.682477,-0.0002535,-0.3424825,136.2
103162,114,103219,1549.682224,-0.0002555,-0.3427355,136.3
103276,117,103334,1549.681968,-0.000254,-0.3429915,136.4
103393,112,103449,1549.681715,-0.0002485,-0.3432445,136.5
103505,116,103563,1549.681466,-0.0002495,-0.3434935,136.6
103621,112,103677,1549.681216,-0.000245,-0.3437435,136.7
103733,109,103787,1549.680972,-0.0002605,-0.3439875,136.8
103842,113,103898,1549.680711,-0.0002465,-0.3442485,136.9
103955,115,104012,1549.680464,-0.0002425,-0.3444955,137
104070,110,104125,1549.680222,-0.000235,-0.3447375,137.1
104180,116,104238,1549.679987,-0.0002485,-0.3449725,137.2
104296,115,104353,1549.679738,-0.0002445,-0.3452215,137.3
104411,115,104468,1549.679494,-0.000251,-0.3454655,137.4
104526,113,104582,1549.679243,-0.000243,-0.3457165,137.5
104639,116,104697,1549.679,-0.0002465,-0.3459595,137.6
104755,112,104811,1549.678753,-0.000251,-0.3462065,137.7
104867,113,104923,1549.678503,-0.000251,-0.3464565,137.8
104980,112,105036,1549.678252,-0.0002525,-0.3467075,137.9
105092,116,105150,1549.677999,-0.000242,-0.3469605,138
105208,115,105265,1549.677757,-0.000236,-0.3472025,138.1
105323,119,105382,1549.677521,-0.000245,-0.3474385,138.2
105442,116,105500,1549.677276,-0.000254,-0.3476835,138.3
105558,120,105618,1549.677022,-0.000243,-0.3479375,138.4
105678,116,105736,1549.676779,-0.000244,-0.3481805,138.5
105794,117,105852,1549.676535,-0.0002385,-0.3484245,138.6
105911,119,105970,1549.676296,-0.0002475,-0.3486635,138.7
106030,117,106088,1549.676049,-0.000261,-0.3489105,138.8
106147,115,106204,1549.675788,-0.0002665,-0.3491715,138.9
106262,120,106322,1549.675522,-0.0002605,-0.3494375,139
106382,117,106440,1549.675261,-0.0002565,-0.3496985,139.1
106499,118,106558,1549.675004,-0.0002455,-0.3499555,139.2
106617,118,106676,1549.674759,-0.000259,-0.3502005,139.3
106735,118,106794,1549.6745,-0.0002695,-0.3504595,139.4
106853,118,106912,1549.674231,-0.000259,-0.3507285,139.5
106971,116,107029,1549.673971,-0.0002405,-0.3509885,139.6
107087,119,107146,1549.673731,-0.000241,-0.3512285,139.7
107206,117,107264,1549.67349,-0.000297,-0.3514695,139.8
107323,0,107439,1549.673193,0,-0.3517665,139.9
