step_points,gap,middle_points,middle_average,delta_w,fdelta_w,voltage_set
28299,63,28330,1549.926079,-0.0002385,-0.0988805,44.1
28362,61,28392,1549.92584,-0.00026,-0.0991195,44.2
28423,63,28454,1549.92558,-0.000262,-0.0993795,44.3
28486,60,28516,1549.925318,-0.0002565,-0.0996415,44.4
28546,64,28578,1549.925062,-0.000251,-0.0998975,44.5
28610,61,28640,1549.924811,-0.000235,-0.1001485,44.6
28671,65,28703,1549.924575,-0.000267,-0.1003845,44.7
28736,60,28766,1549.924308,-0.0002765,-0.1006515,44.8
28796,64,28828,1549.924032,-0.000278,-0.1009275,44.9
28860,60,28890,1549.923754,-0.0002695,-0.1012055,45
28920,64,28952,1549.923485,-0.000251,-0.1014745,45.1
28984,62,29015,1549.923234,-0.000275,-0.1017255,45.2
29046,64,29078,1549.922959,-0.000288,-0.1020005,45.3
29110,62,29141,1549.92267,-0.0002865,-0.1022895,45.4
29172,63,29203,1549.922384,-0.000269,-0.1025755,45.5
29235,61,29265,1549.922115,-0.00026,-0.1028445,45.6
29296,61,29326,1549.921855,-0.000263,-0.1031045,45.7
29357,62,29388,1549.921592,-0.000282,-0.1033675,45.8
29419,66,29452,1549.92131,-0.00028,-0.1036495,45.9
29485,60,29515,1549.92103,-0.000271,-0.1039295,46
29545,62,29576,1549.920759,-0.000247,-0.1042005,46.1
29607,62,29638,1549.920512,-0.0002615,-0.1044475,46.2
29669,59,29698,1549.92025,-0.000281,-0.1047095,46.3
29728,63,29759,1549.919969,-0.0003085,-0.1049905,46.4
29791,60,29821,1549.919661,-0.0002805,-0.1052985,46.5
29851,63,29882,1549.91938,-0.000265,-0.1055795,46.6
29914,61,29944,1549.919115,-0.0002655,-0.1058445,46.7
29975,65,30007,1549.91885,-0.000271,-0.1061095,46.8
30040,64,30072,1549.918579,-0.0002685,-0.1063805,46.9
30104,66,30137,1549.918311,-0.0002835,-0.1066485,47
30170,64,30202,1549.918027,-0.0002455,-0.1069325,47.1
30234,65,30266,1549.917781,-0.000251,-0.1071785,47.2
30299,60,30329,1549.91753,-0.000287,-0.1074295,47.3
30359,63,30390,1549.917243,-0.000276,-0.1077165,47.4
30422,60,30452,1549.916967,-0.0002795,-0.1079925,47.5
30482,64,30514,1549.916688,-0.0002425,-0.1082715,47.6
30546,60,30576,1549.916446,-0.000249,-0.1085135,47.7
30606,66,30639,1549.916196,-0.0002695,-0.1087635,47.8
30672,60,30702,1549.915927,-0.0002765,-0.1090325,47.9
30732,64,30764,1549.91565,-0.000262,-0.1093095,48
30796,62,30827,1549.915388,-0.0002275,-0.1095715,48.1
30858,61,30888,1549.915161,-0.000214,-0.1097985,48.2
30919,63,30950,1549.914947,-0.0002595,-0.1100125,48.3
30982,61,31012,1549.914688,-0.0002665,-0.1102715,48.4
31043,65,31075,1549.914421,-0.000265,-0.1105385,48.5
31108,59,31137,1549.914156,-0.0002355,-0.1108035,48.6
31167,64,31199,1549.91392,-0.0002215,-0.1110395,48.7
31231,61,31261,1549.913699,-0.000261,-0.1112605,48.8
31292,64,31324,1549.913438,-0.0002845,-0.1115215,48.9
31356,61,31386,1549.913154,-0.0002725,-0.1118055,49
31417,65,31449,1549.912881,-0.0002395,-0.1120785,49.1
31482,61,31512,1549.912641,-0.0002215,-0.1123185,49.2
31543,64,31575,1549.91242,-0.0002435,-0.1125395,49.3
31607,63,31638,1549.912176,-0.000287,-0.1127835,49.4
31670,65,31702,1549.911889,-0.0002785,-0.1130705,49.5
31735,61,31765,1549.911611,-0.0002565,-0.1133485,49.6
31796,64,31828,1549.911354,-0.0002335,-0.1136055,49.7
31860,62,31891,1549.911121,-0.000261,-0.1138385,49.8
31922,64,31954,1549.91086,-0.00029,-0.1140995,49.9
31986,60,32016,1549.91057,-0.0002845,-0.1143895,50
32046,61,32076,1549.910286,-0.0002555,-0.1146735,50.1
32107,66,32140,1549.91003,-0.0002425,-0.1149295,50.2
32173,62,32204,1549.909788,-0.00024,-0.1151715,50.3
32235,61,32265,1549.909548,-0.000274,-0.1154115,50.4
32296,63,32327,1549.909274,-0.000275,-0.1156855,50.5
32359,65,32391,1549.908999,-0.0002575,-0.1159605,50.6
32424,61,32454,1549.908741,-0.0002465,-0.1162185,50.7
32485,68,32519,1549.908495,-0.00026,-0.1164645,50.8
32553,61,32583,1549.908235,-0.000284,-0.1167245,50.9
32614,67,32647,1549.907951,-0.000299,-0.1170085,51
32681,66,32714,1549.907652,-0.0002725,-0.1173075,51.1
32747,65,32779,1549.907379,-0.0002585,-0.1175805,51.2
32812,61,32842,1549.907121,-0.0002695,-0.1178385,51.3
32873,65,32905,1549.906851,-0.0002765,-0.1181085,51.4
32938,61,32968,1549.906574,-0.000285,-0.1183855,51.5
32999,65,33031,1549.906289,-0.000263,-0.1186705,51.6
33064,65,33096,1549.906026,-0.00025,-0.1189335,51.7
33129,69,33163,1549.905777,-0.000258,-0.1191825,51.8
33198,65,33230,1549.905519,-0.0002745,-0.1194405,51.9
33263,62,33294,1549.905244,-0.0002765,-0.1197155,52
33325,65,33357,1549.904968,-0.000267,-0.1199915,52.1
33390,64,33422,1549.9047,-0.000255,-0.1202595,52.2
33454,66,33487,1549.904445,-0.000261,-0.1205145,52.3
33520,64,33552,1549.904185,-0.000265,-0.1207745,52.4
33584,68,33618,1549.90392,-0.000274,-0.1210395,52.5
33652,63,33683,1549.903646,-0.0002575,-0.1213135,52.6
33715,67,33748,1549.903388,-0.000254,-0.1215715,52.7
33782,64,33814,1549.903134,-0.0002645,-0.1218255,52.8
33846,74,33883,1549.902869,-0.000264,-0.1220905,52.9
33920,63,33951,1549.902606,-0.0002875,-0.1223535,53
33983,66,34016,1549.902318,-0.0002705,-0.1226415,53.1
34049,64,34081,1549.902048,-0.00027,-0.1229115,53.2
34113,66,34146,1549.901778,-0.0002705,-0.1231815,53.3
34179,65,34211,1549.901507,-0.000281,-0.1234525,53.4
34244,67,34277,1549.901226,-0.000298,-0.1237335,53.5
34311,65,34343,1549.900928,-0.0002915,-0.1240315,53.6
34376,64,34408,1549.900637,-0.0002695,-0.1243225,53.7
34440,65,34472,1549.900367,-0.0002875,-0.1245925,53.8
34505,66,34538,1549.900079,-0.0002905,-0.1248805,53.9
34571,64,34603,1549.899789,-0.000308,-0.1251705,54
34635,66,34668,1549.899481,-0.000288,-0.1254785,54.1
34701,66,34734,1549.899193,-0.000272,-0.1257665,54.2
34767,65,34799,1549.898921,-0.000279,-0.1260385,54.3
34832,66,34865,1549.898642,-0.00029,-0.1263175,54.4
34898,62,34929,1549.898352,-0.0002945,-0.1266075,54.5
34960,66,34993,1549.898057,-0.000289,-0.1269025,54.6
35026,63,35057,1549.897769,-0.0002835,-0.1271905,54.7
35089,65,35121,1549.897485,-0.000287,-0.1274745,54.8
35154,64,35186,1549.897198,-0.000297,-0.1277615,54.9
35218,66,35251,1549.896901,-0.0002985,-0.1280585,55
35284,63,35315,1549.896603,-0.000298,-0.1283565,55.1
35347,66,35380,1549.896305,-0.000278,-0.1286545,55.2
35413,62,35444,1549.896027,-0.000286,-0.1289325,55.3
35475,64,35507,1549.895741,-0.0002945,-0.1292185,55.4
35539,61,35569,1549.895446,-0.0002965,-0.1295135,55.5
35600,62,35631,1549.89515,-0.0002825,-0.1298095,55.6
35662,63,35693,1549.894867,-0.0002745,-0.1300925,55.7
35725,69,35759,1549.894593,-0.000271,-0.1303665,55.8
35794,61,35824,1549.894321,-0.0002875,-0.1306385,55.9
35855,64,35887,1549.894034,-0.0002845,-0.1309255,56
35919,73,35955,1549.893749,-0.000268,-0.1312105,56.1
35992,73,36028,1549.893481,-0.000274,-0.1314785,56.2
36065,65,36097,1549.893207,-0.000276,-0.1317525,56.3
36130,69,36164,1549.892931,-0.0002555,-0.1320285,56.4
36199,66,36232,1549.892676,-0.0002595,-0.1322835,56.5
36265,63,36296,1549.892417,-0.000263,-0.1325425,56.6
36328,67,36361,1549.892154,-0.0002555,-0.1328055,56.7
36395,64,36427,1549.891898,-0.000246,-0.1330615,56.8
36459,69,36493,1549.891652,-0.0002495,-0.1333075,56.9
36528,65,36560,1549.891403,-0.0002605,-0.1335565,57
36593,64,36625,1549.891142,-0.0002645,-0.1338175,57.1
36657,62,36688,1549.890877,-0.0002635,-0.1340825,57.2
36719,65,36751,1549.890614,-0.000252,-0.1343455,57.3
36784,63,36815,1549.890362,-0.000248,-0.1345975,57.4
36847,63,36878,1549.890114,-0.0002505,-0.1348455,57.5
36910,61,36940,1549.889863,-0.000271,-0.1350965,57.6
36971,67,37004,1549.889592,-0.000253,-0.1353675,57.7
37038,62,37069,1549.88934,-0.000247,-0.1356195,57.8
37100,65,37132,1549.889093,-0.0002315,-0.1358665,57.9
37165,63,37196,1549.888861,-0.0002585,-0.1360985,58
37228,65,37260,1549.888602,-0.0002655,-0.1363575,58.1
37293,62,37324,1549.888337,-0.000264,-0.1366225,58.2
37355,61,37385,1549.888073,-0.0002445,-0.1368865,58.3
37416,66,37449,1549.887828,-0.000232,-0.1371315,58.4
37482,62,37513,1549.887596,-0.0002455,-0.1373635,58.5
37544,64,37576,1549.887351,-0.000262,-0.1376085,58.6
37608,63,37639,1549.887089,-0.000247,-0.1378705,58.7
37671,66,37704,1549.886842,-0.0002365,-0.1381175,58.8
37737,61,37767,1549.886606,-0.000221,-0.1383535,58.9
37798,63,37829,1549.886385,-0.0002395,-0.1385745,59
37861,63,37892,1549.886145,-0.0002775,-0.1388145,59.1
37924,66,37957,1549.885867,-0.000268,-0.1390925,59.2
37990,61,38020,1549.8856,-0.0002425,-0.1393595,59.3
38051,65,38083,1549.885357,-0.0002365,-0.1396025,59.4
38116,63,38147,1549.88512,-0.000244,-0.1398395,59.5
38179,64,38211,1549.884877,-0.000272,-0.1400825,59.6
38243,67,38276,1549.884605,-0.0002685,-0.1403545,59.7
38310,66,38343,1549.884336,-0.000249,-0.1406235,59.8
38376,62,38407,1549.884087,-0.0002445,-0.1408725,59.9
38438,64,38470,1549.883842,-0.000248,-0.1411175,60
38502,66,38535,1549.883595,-0.0002725,-0.1413645,60.1
38568,65,38600,1549.883322,-0.0002685,-0.1416375,60.2
38633,65,38665,1549.883054,-0.0002405,-0.1419055,60.3
38698,79,38737,1549.882813,-0.0002515,-0.1421465,60.4
38777,61,38807,1549.882561,-0.000248,-0.1423985,60.5
38838,63,38869,1549.882314,-0.000258,-0.1426455,60.6
38901,64,38933,1549.882056,-0.0002775,-0.1429035,60.7
38965,63,38996,1549.881778,-0.000268,-0.1431815,60.8
39028,67,39061,1549.88151,-0.0002615,-0.1434495,60.9
39095,64,39127,1549.881248,-0.000269,-0.1437115,61
39159,65,39191,1549.880979,-0.000283,-0.1439805,61.1
39224,60,39254,1549.880696,-0.000292,-0.1442635,61.2
39284,64,39316,1549.880404,-0.000289,-0.1445555,61.3
39348,65,39380,1549.880115,-0.000271,-0.1448445,61.4
39413,68,39447,1549.879845,-0.000275,-0.1451145,61.5
39481,64,39513,1549.87957,-0.0002875,-0.1453895,61.6
39545,70,39580,1549.879282,-0.0003085,-0.1456775,61.7
39615,63,39646,1549.878974,-0.0002985,-0.1459855,61.8
39678,70,39713,1549.878675,-0.00028,-0.1462845,61.9
39748,64,39780,1549.878395,-0.000282,-0.1465645,62
39812,69,39846,1549.878113,-0.0002955,-0.1468465,62.1
39881,64,39913,1549.877817,-0.0003015,-0.1471425,62.2
39945,66,39978,1549.877516,-0.0002815,-0.1474435,62.3
40011,64,40043,1549.877234,-0.0002605,-0.1477255,62.4
40075,67,40108,1549.876974,-0.0002495,-0.1479855,62.5
40142,64,40174,1549.876725,-0.00028,-0.1482345,62.6
40206,68,40240,1549.876445,-0.000288,-0.1485145,62.7
40274,66,40307,1549.876157,-0.000272,-0.1488025,62.8
40340,74,40377,1549.875884,-0.0002535,-0.1490755,62.9
40414,69,40448,1549.875631,-0.000122,-0.1493285,63
40483,128,40547,1549.875509,-0.0001535,-0.1494505,63.1
40611,62,40642,1549.875355,-0.00026,-0.1496045,63.2
40673,66,40706,1549.875096,-0.000264,-0.1498635,63.3
40739,62,40770,1549.874832,-0.0002665,-0.1501275,63.4
40801,66,40834,1549.874565,-0.0002855,-0.1503945,63.5
40867,69,40901,1549.87428,-0.0002815,-0.1506795,63.6
40936,65,40968,1549.873998,-0.000269,-0.1509615,63.7
41001,63,41032,1549.873729,-0.000254,-0.1512305,63.8
41064,66,41097,1549.873475,-0.00026,-0.1514845,63.9
41130,65,41162,1549.873215,-0.0002815,-0.1517445,64
41195,66,41228,1549.872934,-0.0002755,-0.1520255,64.1
41261,65,41293,1549.872658,-0.000271,-0.1523015,64.2
41326,68,41360,1549.872387,-0.0002655,-0.1525725,64.3
41394,63,41425,1549.872122,-0.000269,-0.1528375,64.4
41457,65,41489,1549.871853,-0.0002805,-0.1531065,64.5
41522,65,41554,1549.871572,-0.000286,-0.1533875,64.6
41587,68,41621,1549.871286,-0.000273,-0.1536735,64.7
41655,66,41688,1549.871013,-0.00026,-0.1539465,64.8
41721,67,41754,1549.870753,-0.0002625,-0.1542065,64.9
41788,63,41819,1549.870491,-0.0002855,-0.1544685,65
41851,66,41884,1549.870205,-0.0002805,-0.1547545,65.1
41917,63,41948,1549.869925,-0.000271,-0.1550345,65.2
41980,61,42010,1549.869654,-0.000271,-0.1553055,65.3
42041,64,42073,1549.869383,-0.000275,-0.1555765,65.4
42105,65,42137,1549.869108,-0.0002915,-0.1558515,65.5
42170,69,42204,1549.868816,-0.0003045,-0.1561435,65.6
42239,64,42271,1549.868512,-0.00029,-0.1564475,65.7
42303,65,42335,1549.868222,-0.0002735,-0.1567375,65.8
42368,64,42400,1549.867948,-0.0002695,-0.1570115,65.9
42432,66,42465,1549.867678,-0.000292,-0.1572815,66
42498,64,42530,1549.867386,-0.0002805,-0.1575735,66.1
42562,67,42595,1549.867106,-0.0002765,-0.1578535,66.2
42629,63,42660,1549.866829,-0.0002515,-0.1581305,66.3
42692,70,42727,1549.866578,-0.000262,-0.1583815,66.4
42762,62,42793,1549.866316,-0.000289,-0.1586435,66.5
42824,67,42857,1549.866027,-0.0002845,-0.1589325,66.6
42891,65,42923,1549.865743,-0.000284,-0.1592165,66.7
42956,66,42989,1549.865459,-0.000259,-0.1595005,66.8
43022,62,43053,1549.8652,-0.0002615,-0.1597595,66.9
43084,65,43116,1549.864938,-0.000276,-0.1600215,67
43149,62,43180,1549.864662,-0.000288,-0.1602975,67.1
43211,64,43243,1549.864374,-0.0002725,-0.1605855,67.2
43275,63,43306,1549.864101,-0.0002535,-0.1608585,67.3
43338,64,43370,1549.863848,-0.0002625,-0.1611115,67.4
43402,66,43435,1549.863586,-0.000289,-0.1613735,67.5
43468,64,43500,1549.863297,-0.0002975,-0.1616625,67.6
43532,66,43565,1549.862999,-0.000288,-0.1619605,67.7
43598,62,43629,1549.862711,-0.000257,-0.1622485,67.8
43660,66,43693,1549.862454,-0.0002665,-0.1625055,67.9
43726,63,43757,1549.862188,-0.0002835,-0.1627715,68
43789,65,43821,1549.861904,-0.000298,-0.1630555,68.1
43854,63,43885,1549.861606,-0.000276,-0.1633535,68.2
43917,63,43948,1549.86133,-0.00026,-0.1636295,68.3
43980,60,44010,1549.86107,-0.0002755,-0.1638895,68.4
44040,63,44071,1549.860794,-0.0002995,-0.1641655,68.5
44103,60,44133,1549.860495,-0.000291,-0.1644645,68.6
44163,64,44195,1549.860204,-0.0002735,-0.1647555,68.7
44227,64,44259,1549.85993,-0.0002605,-0.1650295,68.8
44291,65,44323,1549.85967,-0.000266,-0.1652895,68.9
44356,60,44386,1549.859404,-0.0002935,-0.1655555,69
44416,64,44448,1549.859111,-0.0002835,-0.1658485,69.1
44480,59,44509,1549.858827,-0.000289,-0.1661325,69.2
44539,64,44571,1549.858538,-0.00026,-0.1664215,69.3
44603,59,44632,1549.858278,-0.0002845,-0.1666815,69.4
44662,68,44696,1549.857994,-0.0002875,-0.1669655,69.5
44730,62,44761,1549.857706,-0.0002755,-0.1672535,69.6
44792,64,44824,1549.857431,-0.000263,-0.1675285,69.7
44856,60,44886,1549.857167,-0.0002495,-0.1677925,69.8
44916,62,44947,1549.856918,-0.0002685,-0.1680415,69.9
44978,63,45009,1549.856649,-0.000296,-0.1683105,70
45041,61,45071,1549.856353,-0.0002685,-0.1686065,70.1
45102,65,45134,1549.856085,-0.000271,-0.1688745,70.2
45167,60,45197,1549.855814,-0.0002565,-0.1691455,70.3
45227,64,45259,1549.855558,-0.000284,-0.1694015,70.4
45291,63,45322,1549.855273,-0.000282,-0.1696865,70.5
45354,66,45387,1549.854991,-0.0002785,-0.1699685,70.6
45420,63,45451,1549.854713,-0.0002565,-0.1702465,70.7
45483,62,45514,1549.854456,-0.000254,-0.1705035,70.8
45545,61,45575,1549.854203,-0.0002745,-0.1707565,70.9
45606,60,45636,1549.853928,-0.0002825,-0.1710315,71
45666,59,45695,1549.853646,-0.0002705,-0.1713135,71.1
45725,68,45759,1549.853375,-0.0002475,-0.1715845,71.2
45793,60,45823,1549.853127,-0.000252,-0.1718325,71.3
45853,63,45884,1549.852875,-0.000269,-0.1720845,71.4
45916,65,45948,1549.852606,-0.0002885,-0.1723535,71.5
45981,64,46013,1549.852318,-0.0002585,-0.1726415,71.6
46045,62,46076,1549.85206,-0.000265,-0.1728995,71.7
46107,63,46138,1549.851795,-0.0003205,-0.1731645,71.8
46170,63,46201,1549.851474,-0.000186,-0.1734855,71.9
46233,69,46267,1549.851288,-0.000245,-0.1736715,72
46302,61,46332,1549.851043,-0.000252,-0.1739165,72.1
46363,68,46397,1549.850791,-0.000231,-0.1741685,72.2
46431,65,46463,1549.85056,-0.000239,-0.1743995,72.3
46496,65,46528,1549.850321,-0.0002655,-0.1746385,72.4
46561,60,46591,1549.850056,-0.0002785,-0.1749035,72.5
46621,66,46654,1549.849777,-0.000262,-0.1751825,72.6
46687,75,46724,1549.849515,-0.000257,-0.1754445,72.7
46762,68,46796,1549.849258,-0.000247,-0.1757015,72.8
46830,65,46862,1549.849011,-0.0002715,-0.1759485,72.9
46895,64,46927,1549.84874,-0.000285,-0.1762195,73
46959,72,46995,1549.848455,-0.000258,-0.1765045,73.1
47031,63,47062,1549.848197,-0.000252,-0.1767625,73.2
47094,70,47129,1549.847944,-0.0002475,-0.1770155,73.3
47164,65,47196,1549.847697,-0.0002845,-0.1772625,73.4
47229,73,47265,1549.847412,-0.0002975,-0.1775475,73.5
47302,64,47334,1549.847115,-0.0002845,-0.1778445,73.6
47366,71,47401,1549.84683,-0.00027,-0.1781295,73.7
47437,64,47469,1549.84656,-0.000258,-0.1783995,73.8
47501,66,47534,1549.846303,-0.0002805,-0.1786565,73.9
47567,65,47599,1549.846022,-0.000283,-0.1789375,74
47632,67,47665,1549.845739,-0.0002665,-0.1792205,74.1
47699,64,47731,1549.845473,-0.0002425,-0.1794865,74.2
47763,67,47796,1549.84523,-0.000239,-0.1797295,74.3
47830,63,47861,1549.844991,-0.0002765,-0.1799685,74.4
47893,81,47933,1549.844715,-0.0002865,-0.1802445,74.5
47974,66,48007,1549.844428,-0.0002865,-0.1805315,74.6
48040,67,48073,1549.844142,-0.0002595,-0.1808175,74.7
48107,66,48140,1549.843882,-0.000258,-0.1810775,74.8
48173,65,48205,1549.843624,-0.000279,-0.1813355,74.9
48238,64,48270,1549.843345,-0.000286,-0.1816145,75
48302,64,48334,1549.843059,-0.000269,-0.1819005,75.1
48366,68,48400,1549.84279,-0.000257,-0.1821695,75.2
48434,66,48467,1549.842533,-0.0002565,-0.1824265,75.3
48500,70,48535,1549.842277,-0.0002995,-0.1826825,75.4
48570,66,48603,1549.841977,-0.000293,-0.1829825,75.5
48636,65,48668,1549.841684,-0.000297,-0.1832755,75.6
48701,62,48732,1549.841387,-0.000261,-0.1835725,75.7
48763,73,48799,1549.841126,-0.000257,-0.1838335,75.8
48836,86,48879,1549.840869,-0.0002935,-0.1840905,75.9
48922,66,48955,1549.840576,-0.0002905,-0.1843835,76
48988,68,49022,1549.840285,-0.000284,-0.1846745,76.1
49056,73,49092,1549.840001,-0.0002495,-0.1849585,76.2
49129,89,49173,1549.839751,-0.000272,-0.1852085,76.3
49218,68,49252,1549.839479,-0.000307,-0.1854805,76.4
49286,64,49318,1549.839172,-0.000297,-0.1857875,76.5
49350,90,49395,1549.838875,-0.000291,-0.1860845,76.6
49440,77,49478,1549.838584,-0.000263,-0.1863755,76.7
49517,81,49557,1549.838322,-0.0002915,-0.1866375,76.8
49598,64,49630,1549.83803,-0.000302,-0.1869295,76.9
49662,73,49698,1549.837728,-0.0002785,-0.1872315,77
49735,88,49779,1549.837449,-0.0002835,-0.1875105,77.1
49823,89,49867,1549.837166,-0.000271,-0.1877935,77.2
49912,88,49956,1549.836895,-0.0002785,-0.1880645,77.3
50000,86,50043,1549.836616,-0.000289,-0.1883435,77.4
50086,62,50117,1549.836327,-0.0002905,-0.1886325,77.5
50148,65,50180,1549.836037,-0.000286,-0.1889225,77.6
50213,62,50244,1549.835751,-0.0002695,-0.1892085,77.7
50275,66,50308,1549.835481,-0.0002785,-0.1894785,77.8
50341,75,50378,1549.835203,-0.0002575,-0.1897565,77.9
50416,87,50459,1549.834946,-0.000262,-0.1900135,78
50503,68,50537,1549.834684,-0.000261,-0.1902755,78.1
50571,78,50610,1549.834422,-0.000244,-0.1905375,78.2
50649,65,50681,1549.834178,-0.00026,-0.1907815,78.3
50714,61,50744,1549.833919,-0.000262,-0.1910405,78.4
50775,76,50813,1549.833657,-0.0002685,-0.1913025,78.5
50851,64,50883,1549.833388,-0.000254,-0.1915715,78.6
50915,65,50947,1549.833134,-0.0002585,-0.1918255,78.7
50980,61,51010,1549.832875,-0.0002615,-0.1920845,78.8
51041,72,51077,1549.832614,-0.000423,-0.1923455,78.9
51113,61,51143,1549.832191,-0.00015,-0.1927685,79
51174,65,51206,1549.832041,-0.000223,-0.1929185,79.1
51239,59,51268,1549.831818,-0.0002375,-0.1931415,79.2
51298,85,51340,1549.83158,-0.000253,-0.1933795,79.3
51383,87,51426,1549.831328,-0.0002725,-0.1936315,79.4
51470,87,51513,1549.831055,-0.000267,-0.1939045,79.5
51557,83,51598,1549.830788,-0.000254,-0.1941715,79.6
51640,80,51680,1549.830534,-0.000248,-0.1944255,79.7
51720,83,51761,1549.830286,-0.00026,-0.1946735,79.8
51803,73,51839,1549.830026,-0.000286,-0.1949335,79.9
51876,62,51907,1549.82974,-0.000281,-0.1952195,80
51938,82,51979,1549.829459,-0.000266,-0.1955005,80.1
52020,72,52056,1549.829193,-0.0002385,-0.1957665,80.2
52092,84,52134,1549.828954,-0.00025,-0.1960055,80.3
52176,85,52218,1549.828704,-0.0002845,-0.1962555,80.4
52261,85,52303,1549.82842,-0.000272,-0.1965395,80.5
52346,60,52376,1549.828148,-0.0002485,-0.1968115,80.6
52406,62,52437,1549.8279,-0.000248,-0.1970595,80.7
52468,87,52511,1549.827651,-0.000274,-0.1973085,80.8
52555,86,52598,1549.827377,-0.000316,-0.1975825,80.9
52641,83,52682,1549.827062,-0.0002935,-0.1978975,81
52724,86,52767,1549.826768,-0.00026,-0.1981915,81.1
52810,66,52843,1549.826508,-0.000263,-0.1984515,81.2
52876,61,52906,1549.826245,-0.0002755,-0.1987145,81.3
52937,70,52972,1549.825969,-0.000326,-0.1989905,81.4
53007,72,53043,1549.825643,-0.000271,-0.1993165,81.5
53079,77,53117,1549.825372,-0.0002465,-0.1995875,81.6
53156,71,53191,1549.825126,-0.0002605,-0.1998335,81.7
53227,84,53269,1549.824866,-0.0002885,-0.2000935,81.8
53311,83,53352,1549.824577,-0.0003095,-0.2003825,81.9
53394,74,53431,1549.824268,-0.0002875,-0.2006915,82
53468,68,53502,1549.82398,-0.0002515,-0.2009795,82.1
53536,76,53574,1549.823729,-0.0002455,-0.2012305,82.2
53612,83,53653,1549.823483,-0.000268,-0.2014765,82.3
53695,77,53733,1549.823215,-0.0003015,-0.2017445,82.4
53772,81,53812,1549.822913,-0.000257,-0.2020465,82.5
53853,79,53892,1549.822657,-0.000232,-0.2023025,82.6
53932,85,53974,1549.822425,-0.0002425,-0.2025345,82.7
54017,82,54058,1549.822182,-0.000276,-0.2027775,82.8
54099,82,54140,1549.821906,-0.0002995,-0.2030535,82.9
54181,82,54222,1549.821606,-0.000268,-0.2033535,83
54263,66,54296,1549.821338,-0.000245,-0.2036215,83.1
54329,74,54366,1549.821094,-0.0002405,-0.2038655,83.2
54403,70,54438,1549.820853,-0.000266,-0.2041065,83.3
54473,83,54514,1549.820587,-0.000289,-0.2043725,83.4
54556,80,54596,1549.820298,-0.0002655,-0.2046615,83.5
54636,83,54677,1549.820032,-0.0002375,-0.2049275,83.6
54719,72,54755,1549.819795,-0.0002415,-0.2051645,83.7
54791,80,54831,1549.819554,-0.0002765,-0.2054055,83.8
54871,80,54911,1549.819277,-0.0002985,-0.2056825,83.9
54951,83,54992,1549.818979,-0.0002805,-0.2059805,84
55034,83,55075,1549.818698,-0.000243,-0.2062615,84.1
55117,83,55158,1549.818455,-0.0002405,-0.2065045,84.2
55200,71,55235,1549.818215,-0.000275,-0.2067445,84.3
55271,83,55312,1549.81794,-0.0002885,-0.2070195,84.4
55354,84,55396,1549.817651,-0.000273,-0.2073085,84.5
55438,84,55480,1549.817378,-0.0002395,-0.2075815,84.6
55522,79,55561,1549.817138,-0.0002485,-0.2078215,84.7
55601,86,55644,1549.81689,-0.000291,-0.2080695,84.8
55687,79,55726,1549.816599,-0.0002915,-0.2083605,84.9
55766,84,55808,1549.816307,-0.00029,-0.2086525,85
55850,79,55889,1549.816017,-0.000234,-0.2089425,85.1
55929,56,55957,1549.815784,-0.0002815,-0.2091755,85.2
55985,81,56025,1549.815502,-0.000289,-0.2094575,85.3
56066,77,56104,1549.815213,-0.000306,-0.2097465,85.4
56143,78,56182,1549.814907,-0.0002885,-0.2100525,85.5
56221,72,56257,1549.814619,-0.0002535,-0.2103405,85.6
56293,78,56332,1549.814365,-0.0002605,-0.2105945,85.7
56371,84,56413,1549.814104,-0.0002965,-0.2108555,85.8
56455,85,56497,1549.813808,-0.0003,-0.2111515,85.9
56540,86,56583,1549.813508,-0.0002695,-0.2114515,86
56626,85,56668,1549.813238,-0.000241,-0.2117215,86.1
56711,71,56746,1549.812997,-0.000265,-0.2119625,86.2
56782,78,56821,1549.812733,-0.0002725,-0.2122265,86.3
56860,72,56896,1549.81246,-0.000288,-0.2124995,86.4
56932,76,56970,1549.812172,-0.0002515,-0.2127875,86.5
57008,76,57046,1549.811921,-0.0002385,-0.2130385,86.6
57084,70,57119,1549.811682,-0.000252,-0.2132775,86.7
57154,85,57196,1549.81143,-0.000287,-0.2135295,86.8
57239,77,57277,1549.811143,-0.000271,-0.2138165,86.9
57316,74,57353,1549.810872,-0.0002415,-0.2140875,87
57390,67,57423,1549.810631,-0.000245,-0.2143285,87.1
57457,79,57496,1549.810385,-0.0002595,-0.2145745,87.2
57536,88,57580,1549.810126,-0.0002815,-0.2148335,87.3
57624,78,57663,1549.809845,-0.0002795,-0.2151145,87.4
57702,78,57741,1549.809565,-0.000248,-0.2153945,87.5
57780,75,57817,1549.809317,-0.0002405,-0.2156425,87.6
57855,86,57898,1549.809076,-0.000266,-0.2158835,87.7
57941,84,57983,1549.80881,-0.0002885,-0.2161495,87.8
58025,83,58066,1549.808522,-0.000264,-0.2164375,87.9
58108,76,58146,1549.808258,-0.0002365,-0.2167015,88
58184,73,58220,1549.808022,-0.0002395,-0.2169375,88.1
58257,83,58298,1549.807782,-0.000267,-0.2171775,88.2
58340,81,58380,1549.807515,-0.0002825,-0.2174445,88.3
58421,83,58462,1549.807232,-0.0002615,-0.2177275,88.4
58504,81,58544,1549.806971,-0.000243,-0.2179885,88.5
58585,80,58625,1549.806728,-0.0002455,-0.2182315,88.6
